Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_000002775.5	Primary Assembly	18	5417920	33.5	CM009307.2	Chromosome		NC_037302.2	assembled-molecule	16264003			Chr18
GCF_000002775.5	Primary Assembly	19	5258676	33.5	CM009308.2	Chromosome		NC_037303.2	assembled-molecule	15623655			Chr19
GCF_000002775.5	Primary Assembly	Un			MU628133.1	Chromosome		NW_026291139.1	unplaced-scaffold	640640			scaffold_25
GCF_000002775.5	Primary Assembly	Un			MU628134.1	Chromosome		NW_026291140.1	unplaced-scaffold	362030			scaffold_45
GCF_000002775.5	Primary Assembly	Un			MU628135.1	Chromosome		NW_026291141.1	unplaced-scaffold	298400			scaffold_67
GCF_000002775.5	Primary Assembly	Un			MU628136.1	Chromosome		NW_026291142.1	unplaced-scaffold	239390			scaffold_104
GCF_000002775.5	Primary Assembly	Un			MU628137.1	Chromosome		NW_026291143.1	unplaced-scaffold	126651			scaffold_502
GCF_000002775.5	Primary Assembly	Un			MU628138.1	Chromosome		NW_026291144.1	unplaced-scaffold	125876			scaffold_509
GCF_000002775.5	Primary Assembly	Un			MU628139.1	Chromosome		NW_026291145.1	unplaced-scaffold	125073			scaffold_522
GCF_000002775.5	Primary Assembly	Un			MU628140.1	Chromosome		NW_026291146.1	unplaced-scaffold	104571			scaffold_780
GCF_000002775.5	Primary Assembly	Un			MU628141.1	Chromosome		NW_026291147.1	unplaced-scaffold	102332			scaffold_820
GCF_000002775.5	Primary Assembly	Un			MU628142.1	Chromosome		NW_026291148.1	unplaced-scaffold	75560			scaffold_1549
GCF_000002775.5	Primary Assembly	Un			MU628143.1	Chromosome		NW_026291149.1	unplaced-scaffold	72059			scaffold_1697
GCF_000002775.5	Primary Assembly	Un			MU628144.1	Chromosome		NW_026291150.1	unplaced-scaffold	68284			scaffold_1865
GCF_000002775.5	Primary Assembly	Un			MU628145.1	Chromosome		NW_026291151.1	unplaced-scaffold	66818			scaffold_1944
GCF_000002775.5	Primary Assembly	Un			MU628146.1	Chromosome		NW_026291152.1	unplaced-scaffold	63019			scaffold_2151
GCF_000002775.5	Primary Assembly	Un			MU628147.1	Chromosome		NW_026291153.1	unplaced-scaffold	60697			scaffold_2281
GCF_000002775.5	Primary Assembly	Un			MU628148.1	Chromosome		NW_026291154.1	unplaced-scaffold	56646			scaffold_2555
GCF_000002775.5	Primary Assembly	Un			MU628149.1	Chromosome		NW_026291155.1	unplaced-scaffold	52914			scaffold_2798
GCF_000002775.5	Primary Assembly	Un			MU628150.1	Chromosome		NW_026291156.1	unplaced-scaffold	45437			scaffold_3255
GCF_000002775.5	Primary Assembly	Un			MU628151.1	Chromosome		NW_026291157.1	unplaced-scaffold	40476			scaffold_3421
GCF_000002775.5	Primary Assembly	Un			MU628152.1	Chromosome		NW_026291158.1	unplaced-scaffold	40109			scaffold_3435
GCF_000002775.5	Primary Assembly	Un			MU628153.1	Chromosome		NW_026291159.1	unplaced-scaffold	36978			scaffold_3488
GCF_000002775.5	Primary Assembly	Un			MU628154.1	Chromosome		NW_026291160.1	unplaced-scaffold	35470			scaffold_3518
GCF_000002775.5	Primary Assembly	Un			MU628155.1	Chromosome		NW_026291161.1	unplaced-scaffold	28433			scaffold_3588
GCF_000002775.5	Primary Assembly	Un			MU628156.1	Chromosome		NW_026291162.1	unplaced-scaffold	24495			scaffold_3607
GCF_000002775.5	Primary Assembly	Un			MU628157.1	Chromosome		NW_026291163.1	unplaced-scaffold	23661			scaffold_3611
GCF_000002775.5	Primary Assembly	Un			MU628158.1	Chromosome		NW_026291164.1	unplaced-scaffold	21309			scaffold_3618
GCF_000002775.5	Primary Assembly	Un			MU628159.1	Chromosome		NW_026291165.1	unplaced-scaffold	20187			scaffold_3621
GCF_000002775.5	non-nuclear	Pltd	57592	36.5	EF489041.1	Chloroplast		NC_009143.1	assembled-molecule	157033			Pltd
