Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000042.1	Chromosome		NW_026696059.1	unplaced-scaffold	28640			HAP1_SCAFFOLD_5056
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000043.1	Chromosome		NW_026696060.1	unplaced-scaffold	163344			HAP1_SCAFFOLD_346
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000044.1	Chromosome		NW_026696061.1	unplaced-scaffold	54665			HAP1_SCAFFOLD_1993
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000045.1	Chromosome		NW_026696062.1	unplaced-scaffold	25919			HAP1_SCAFFOLD_5396
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000046.1	Chromosome		NW_026696063.1	unplaced-scaffold	13148			HAP1_SCAFFOLD_5947
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000047.1	Chromosome		NW_026696064.1	unplaced-scaffold	511998			HAP1_SCAFFOLD_112
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000048.1	Chromosome		NW_026696065.1	unplaced-scaffold	29927			HAP1_SCAFFOLD_4856
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000049.1	Chromosome		NW_026696066.1	unplaced-scaffold	30713			HAP1_SCAFFOLD_4749
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000050.1	Chromosome		NW_026696067.1	unplaced-scaffold	31422			HAP1_SCAFFOLD_4632
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000051.1	Chromosome		NW_026696068.1	unplaced-scaffold	34461			HAP1_SCAFFOLD_4138
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000052.1	Chromosome		NW_026696069.1	unplaced-scaffold	21022			HAP1_SCAFFOLD_5799
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000053.1	Chromosome		NW_026696070.1	unplaced-scaffold	20761			HAP1_SCAFFOLD_5811
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000054.1	Chromosome		NW_026696071.1	unplaced-scaffold	27623			HAP1_SCAFFOLD_5182
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000055.1	Chromosome		NW_026696072.1	unplaced-scaffold	23093			HAP1_SCAFFOLD_5688
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000056.1	Chromosome		NW_026696073.1	unplaced-scaffold	38427			HAP1_SCAFFOLD_3549
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000057.1	Chromosome		NW_026696074.1	unplaced-scaffold	96124			HAP1_SCAFFOLD_795
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000058.1	Chromosome		NW_026696075.1	unplaced-scaffold	25818			HAP1_SCAFFOLD_5402
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000059.1	Chromosome		NW_026696076.1	unplaced-scaffold	95112			HAP1_SCAFFOLD_808
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000060.1	Chromosome		NW_026696077.1	unplaced-scaffold	33089			HAP1_SCAFFOLD_4346
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000061.1	Chromosome		NW_026696078.1	unplaced-scaffold	29052			HAP1_SCAFFOLD_4997
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000062.1	Chromosome		NW_026696079.1	unplaced-scaffold	35697			HAP1_SCAFFOLD_3972
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000063.1	Chromosome		NW_026696080.1	unplaced-scaffold	44293			HAP1_SCAFFOLD_2862
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000064.1	Chromosome		NW_026696081.1	unplaced-scaffold	32230			HAP1_SCAFFOLD_4487
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000065.1	Chromosome		NW_026696082.1	unplaced-scaffold	81496			HAP1_SCAFFOLD_1042
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000066.1	Chromosome		NW_026696083.1	unplaced-scaffold	34684			HAP1_SCAFFOLD_4107
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000067.1	Chromosome		NW_026696084.1	unplaced-scaffold	37532			HAP1_SCAFFOLD_3691
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000068.1	Chromosome		NW_026696085.1	unplaced-scaffold	54479			HAP1_SCAFFOLD_2004
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000069.1	Chromosome		NW_026696086.1	unplaced-scaffold	57715			HAP1_SCAFFOLD_1816
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000070.1	Chromosome		NW_026696087.1	unplaced-scaffold	40520			HAP1_SCAFFOLD_3280
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000071.1	Chromosome		NW_026696088.1	unplaced-scaffold	42530			HAP1_SCAFFOLD_3036
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000072.1	Chromosome		NW_026696089.1	unplaced-scaffold	36812			HAP1_SCAFFOLD_3805
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000073.1	Chromosome		NW_026696090.1	unplaced-scaffold	78492			HAP1_SCAFFOLD_1103
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000074.1	Chromosome		NW_026696091.1	unplaced-scaffold	67976			HAP1_SCAFFOLD_1391
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000075.1	Chromosome		NW_026696092.1	unplaced-scaffold	65306			HAP1_SCAFFOLD_1483
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000076.1	Chromosome		NW_026696093.1	unplaced-scaffold	56253			HAP1_SCAFFOLD_1892
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000077.1	Chromosome		NW_026696094.1	unplaced-scaffold	81069			HAP1_SCAFFOLD_1051
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000078.1	Chromosome		NW_026696095.1	unplaced-scaffold	33949			HAP1_SCAFFOLD_4215
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000079.1	Chromosome		NW_026696096.1	unplaced-scaffold	75116			HAP1_SCAFFOLD_1175
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000080.1	Chromosome		NW_026696097.1	unplaced-scaffold	31227			HAP1_SCAFFOLD_4670
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000081.1	Chromosome		NW_026696098.1	unplaced-scaffold	24454			HAP1_SCAFFOLD_5568
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000082.1	Chromosome		NW_026696099.1	unplaced-scaffold	35986			HAP1_SCAFFOLD_3930
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000083.1	Chromosome		NW_026696100.1	unplaced-scaffold	36410			HAP1_SCAFFOLD_3873
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000084.1	Chromosome		NW_026696101.1	unplaced-scaffold	43186			HAP1_SCAFFOLD_2963
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000085.1	Chromosome		NW_026696102.1	unplaced-scaffold	105663			HAP1_SCAFFOLD_683
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000086.1	Chromosome		NW_026696103.1	unplaced-scaffold	32342			HAP1_SCAFFOLD_4464
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000087.1	Chromosome		NW_026696104.1	unplaced-scaffold	50929			HAP1_SCAFFOLD_2253
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000088.1	Chromosome		NW_026696105.1	unplaced-scaffold	120766			HAP1_SCAFFOLD_548
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000089.1	Chromosome		NW_026696106.1	unplaced-scaffold	31909			HAP1_SCAFFOLD_4541
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000090.1	Chromosome		NW_026696107.1	unplaced-scaffold	35892			HAP1_SCAFFOLD_3944
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000091.1	Chromosome		NW_026696108.1	unplaced-scaffold	124970			HAP1_SCAFFOLD_510
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000092.1	Chromosome		NW_026696109.1	unplaced-scaffold	37184			HAP1_SCAFFOLD_3741
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000093.1	Chromosome		NW_026696110.1	unplaced-scaffold	24245			HAP1_SCAFFOLD_5591
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000094.1	Chromosome		NW_026696111.1	unplaced-scaffold	66957			HAP1_SCAFFOLD_1422
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000095.1	Chromosome		NW_026696112.1	unplaced-scaffold	41507			HAP1_SCAFFOLD_3162
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000096.1	Chromosome		NW_026696113.1	unplaced-scaffold	37684			HAP1_SCAFFOLD_3668
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000097.1	Chromosome		NW_026696114.1	unplaced-scaffold	31799			HAP1_SCAFFOLD_4552
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000098.1	Chromosome		NW_026696115.1	unplaced-scaffold	57271			HAP1_SCAFFOLD_1839
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000099.1	Chromosome		NW_026696116.1	unplaced-scaffold	45555			HAP1_SCAFFOLD_2720
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000100.1	Chromosome		NW_026696117.1	unplaced-scaffold	27405			HAP1_SCAFFOLD_5209
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000101.1	Chromosome		NW_026696118.1	unplaced-scaffold	42676			HAP1_SCAFFOLD_3019
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000102.1	Chromosome		NW_026696119.1	unplaced-scaffold	42879			HAP1_SCAFFOLD_2995
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000103.1	Chromosome		NW_026696120.1	unplaced-scaffold	47051			HAP1_SCAFFOLD_2566
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000104.1	Chromosome		NW_026696121.1	unplaced-scaffold	97426			HAP1_SCAFFOLD_777
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000105.1	Chromosome		NW_026696122.1	unplaced-scaffold	37094			HAP1_SCAFFOLD_3752
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000106.1	Chromosome		NW_026696123.1	unplaced-scaffold	21768			HAP1_SCAFFOLD_5770
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000107.1	Chromosome		NW_026696124.1	unplaced-scaffold	68554			HAP1_SCAFFOLD_1368
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000108.1	Chromosome		NW_026696125.1	unplaced-scaffold	27002			HAP1_SCAFFOLD_5260
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000109.1	Chromosome		NW_026696126.1	unplaced-scaffold	64446			HAP1_SCAFFOLD_1512
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000110.1	Chromosome		NW_026696127.1	unplaced-scaffold	48218			HAP1_SCAFFOLD_2485
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000111.1	Chromosome		NW_026696128.1	unplaced-scaffold	52925			HAP1_SCAFFOLD_2105
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000112.1	Chromosome		NW_026696129.1	unplaced-scaffold	100813			HAP1_SCAFFOLD_726
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000113.1	Chromosome		NW_026696130.1	unplaced-scaffold	53589			HAP1_SCAFFOLD_2058
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000114.1	Chromosome		NW_026696131.1	unplaced-scaffold	111436			HAP1_SCAFFOLD_622
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000115.1	Chromosome		NW_026696132.1	unplaced-scaffold	49177			HAP1_SCAFFOLD_2398
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000116.1	Chromosome		NW_026696133.1	unplaced-scaffold	38214			HAP1_SCAFFOLD_3588
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000117.1	Chromosome		NW_026696134.1	unplaced-scaffold	23584			HAP1_SCAFFOLD_5649
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000118.1	Chromosome		NW_026696135.1	unplaced-scaffold	52064			HAP1_SCAFFOLD_2173
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000119.1	Chromosome		NW_026696136.1	unplaced-scaffold	62293			HAP1_SCAFFOLD_1596
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000120.1	Chromosome		NW_026696137.1	unplaced-scaffold	55022			HAP1_SCAFFOLD_1965
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000121.1	Chromosome		NW_026696138.1	unplaced-scaffold	127245			HAP1_SCAFFOLD_494
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000122.1	Chromosome		NW_026696139.1	unplaced-scaffold	28086			HAP1_SCAFFOLD_5123
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000123.1	Chromosome		NW_026696140.1	unplaced-scaffold	45849			HAP1_SCAFFOLD_2686
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000124.1	Chromosome		NW_026696141.1	unplaced-scaffold	113933			HAP1_SCAFFOLD_599
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000125.1	Chromosome		NW_026696142.1	unplaced-scaffold	79707			HAP1_SCAFFOLD_1074
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000126.1	Chromosome		NW_026696143.1	unplaced-scaffold	30417			HAP1_SCAFFOLD_4788
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000127.1	Chromosome		NW_026696144.1	unplaced-scaffold	31046			HAP1_SCAFFOLD_4699
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000128.1	Chromosome		NW_026696145.1	unplaced-scaffold	51403			HAP1_SCAFFOLD_2217
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000129.1	Chromosome		NW_026696146.1	unplaced-scaffold	22383			HAP1_SCAFFOLD_5732
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000130.1	Chromosome		NW_026696147.1	unplaced-scaffold	35086			HAP1_SCAFFOLD_4038
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000131.1	Chromosome		NW_026696148.1	unplaced-scaffold	42882			HAP1_SCAFFOLD_2994
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000132.1	Chromosome		NW_026696149.1	unplaced-scaffold	32211			HAP1_SCAFFOLD_4493
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000133.1	Chromosome		NW_026696150.1	unplaced-scaffold	32910			HAP1_SCAFFOLD_4381
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000134.1	Chromosome		NW_026696151.1	unplaced-scaffold	28382			HAP1_SCAFFOLD_5082
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000135.1	Chromosome		NW_026696152.1	unplaced-scaffold	94018			HAP1_SCAFFOLD_818
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000136.1	Chromosome		NW_026696153.1	unplaced-scaffold	92306			HAP1_SCAFFOLD_840
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000137.1	Chromosome		NW_026696154.1	unplaced-scaffold	44852			HAP1_SCAFFOLD_2791
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000138.1	Chromosome		NW_026696155.1	unplaced-scaffold	44658			HAP1_SCAFFOLD_2819
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000139.1	Chromosome		NW_026696156.1	unplaced-scaffold	25533			HAP1_SCAFFOLD_5443
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000140.1	Chromosome		NW_026696157.1	unplaced-scaffold	64928			HAP1_SCAFFOLD_1497
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000141.1	Chromosome		NW_026696158.1	unplaced-scaffold	27886			HAP1_SCAFFOLD_5156
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000142.1	Chromosome		NW_026696159.1	unplaced-scaffold	24970			HAP1_SCAFFOLD_5520
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000143.1	Chromosome		NW_026696160.1	unplaced-scaffold	26175			HAP1_SCAFFOLD_5369
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000144.1	Chromosome		NW_026696161.1	unplaced-scaffold	98928			HAP1_SCAFFOLD_752
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000145.1	Chromosome		NW_026696162.1	unplaced-scaffold	85739			HAP1_SCAFFOLD_961
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000146.1	Chromosome		NW_026696163.1	unplaced-scaffold	47016			HAP1_SCAFFOLD_2570
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000147.1	Chromosome		NW_026696164.1	unplaced-scaffold	107651			HAP1_SCAFFOLD_656
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000148.1	Chromosome		NW_026696165.1	unplaced-scaffold	92792			HAP1_SCAFFOLD_831
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000149.1	Chromosome		NW_026696166.1	unplaced-scaffold	21835			HAP1_SCAFFOLD_5766
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000150.1	Chromosome		NW_026696167.1	unplaced-scaffold	71810			HAP1_SCAFFOLD_1271
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000151.1	Chromosome		NW_026696168.1	unplaced-scaffold	34666			HAP1_SCAFFOLD_4111
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000152.1	Chromosome		NW_026696169.1	unplaced-scaffold	73749			HAP1_SCAFFOLD_1208
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000153.1	Chromosome		NW_026696170.1	unplaced-scaffold	29755			HAP1_SCAFFOLD_4882
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000154.1	Chromosome		NW_026696171.1	unplaced-scaffold	20164			HAP1_SCAFFOLD_5838
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000155.1	Chromosome		NW_026696172.1	unplaced-scaffold	35874			HAP1_SCAFFOLD_3945
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000156.1	Chromosome		NW_026696173.1	unplaced-scaffold	48444			HAP1_SCAFFOLD_2467
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000157.1	Chromosome		NW_026696174.1	unplaced-scaffold	26900			HAP1_SCAFFOLD_5276
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000158.1	Chromosome		NW_026696175.1	unplaced-scaffold	79405			HAP1_SCAFFOLD_1075
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000159.1	Chromosome		NW_026696176.1	unplaced-scaffold	26685			HAP1_SCAFFOLD_5300
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000160.1	Chromosome		NW_026696177.1	unplaced-scaffold	58728			HAP1_SCAFFOLD_1761
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000161.1	Chromosome		NW_026696178.1	unplaced-scaffold	72885			HAP1_SCAFFOLD_1237
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000162.1	Chromosome		NW_026696179.1	unplaced-scaffold	20845			HAP1_SCAFFOLD_5807
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000163.1	Chromosome		NW_026696180.1	unplaced-scaffold	100607			HAP1_SCAFFOLD_730
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000164.1	Chromosome		NW_026696181.1	unplaced-scaffold	51314			HAP1_SCAFFOLD_2226
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000165.1	Chromosome		NW_026696182.1	unplaced-scaffold	33808			HAP1_SCAFFOLD_4233
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000166.1	Chromosome		NW_026696183.1	unplaced-scaffold	55030			HAP1_SCAFFOLD_1964
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000167.1	Chromosome		NW_026696184.1	unplaced-scaffold	76526			HAP1_SCAFFOLD_1151
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000168.1	Chromosome		NW_026696185.1	unplaced-scaffold	54724			HAP1_SCAFFOLD_1987
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000169.1	Chromosome		NW_026696186.1	unplaced-scaffold	41681			HAP1_SCAFFOLD_3136
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000170.1	Chromosome		NW_026696187.1	unplaced-scaffold	39925			HAP1_SCAFFOLD_3348
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000171.1	Chromosome		NW_026696188.1	unplaced-scaffold	83111			HAP1_SCAFFOLD_1003
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000172.1	Chromosome		NW_026696189.1	unplaced-scaffold	106724			HAP1_SCAFFOLD_668
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000173.1	Chromosome		NW_026696190.1	unplaced-scaffold	61281			HAP1_SCAFFOLD_1648
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000174.1	Chromosome		NW_026696191.1	unplaced-scaffold	76862			HAP1_SCAFFOLD_1142
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000175.1	Chromosome		NW_026696192.1	unplaced-scaffold	35406			HAP1_SCAFFOLD_4007
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000176.1	Chromosome		NW_026696193.1	unplaced-scaffold	47536			HAP1_SCAFFOLD_2532
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000177.1	Chromosome		NW_026696194.1	unplaced-scaffold	99540			HAP1_SCAFFOLD_741
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000178.1	Chromosome		NW_026696195.1	unplaced-scaffold	52938			HAP1_SCAFFOLD_2104
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000179.1	Chromosome		NW_026696196.1	unplaced-scaffold	36516			HAP1_SCAFFOLD_3858
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000180.1	Chromosome		NW_026696197.1	unplaced-scaffold	48218			HAP1_SCAFFOLD_2484
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000181.1	Chromosome		NW_026696198.1	unplaced-scaffold	25766			HAP1_SCAFFOLD_5410
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000182.1	Chromosome		NW_026696199.1	unplaced-scaffold	29143			HAP1_SCAFFOLD_4983
GCA_030435755.1	Primary Assembly	Un			JAUDYK010000183.1	Chromosome		NW_026696200.1	unplaced-scaffold	41852			HAP1_SCAFFOLD_3119
