Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000004.1	Chromosome			unplaced-scaffold	3740814			HAP1_SCAFFOLD_22
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000005.1	Chromosome			unplaced-scaffold	1377000			HAP1_SCAFFOLD_30
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000006.1	Chromosome			unplaced-scaffold	1070000			HAP1_SCAFFOLD_34
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000007.1	Chromosome			unplaced-scaffold	899148			HAP1_SCAFFOLD_37
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000008.1	Chromosome			unplaced-scaffold	877160			HAP1_SCAFFOLD_38
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000009.1	Chromosome			unplaced-scaffold	811385			HAP1_SCAFFOLD_39
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000010.1	Chromosome			unplaced-scaffold	728720			HAP1_SCAFFOLD_40
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000011.1	Chromosome			unplaced-scaffold	697229			HAP1_SCAFFOLD_41
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000012.1	Chromosome			unplaced-scaffold	665679			HAP1_SCAFFOLD_43
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000013.1	Chromosome			unplaced-scaffold	661537			HAP1_SCAFFOLD_44
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000014.1	Chromosome			unplaced-scaffold	598411			HAP1_SCAFFOLD_45
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000015.1	Chromosome			unplaced-scaffold	597383			HAP1_SCAFFOLD_46
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000016.1	Chromosome			unplaced-scaffold	593983			HAP1_SCAFFOLD_47
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000017.1	Chromosome			unplaced-scaffold	585226			HAP1_SCAFFOLD_48
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000018.1	Chromosome			unplaced-scaffold	569660			HAP1_SCAFFOLD_49
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000019.1	Chromosome			unplaced-scaffold	523336			HAP1_SCAFFOLD_50
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000020.1	Chromosome			unplaced-scaffold	519520			HAP1_SCAFFOLD_51
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000021.1	Chromosome			unplaced-scaffold	510915			HAP1_SCAFFOLD_52
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000022.1	Chromosome			unplaced-scaffold	500012			HAP1_SCAFFOLD_53
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000023.1	Chromosome			unplaced-scaffold	473049			HAP1_SCAFFOLD_54
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000024.1	Chromosome			unplaced-scaffold	470000			HAP1_SCAFFOLD_55
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000025.1	Chromosome			unplaced-scaffold	451000			HAP1_SCAFFOLD_56
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000026.1	Chromosome			unplaced-scaffold	441000			HAP1_SCAFFOLD_57
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000027.1	Chromosome			unplaced-scaffold	433000			HAP1_SCAFFOLD_58
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000028.1	Chromosome			unplaced-scaffold	407699			HAP1_SCAFFOLD_59
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000029.1	Chromosome			unplaced-scaffold	383637			HAP1_SCAFFOLD_61
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000030.1	Chromosome			unplaced-scaffold	375036			HAP1_SCAFFOLD_62
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000031.1	Chromosome			unplaced-scaffold	371000			HAP1_SCAFFOLD_63
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000032.1	Chromosome			unplaced-scaffold	360998			HAP1_SCAFFOLD_64
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000033.1	Chromosome			unplaced-scaffold	326762			HAP1_SCAFFOLD_67
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000034.1	Chromosome			unplaced-scaffold	323000			HAP1_SCAFFOLD_68
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000035.1	Chromosome			unplaced-scaffold	314000			HAP1_SCAFFOLD_69
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000036.1	Chromosome			unplaced-scaffold	306000			HAP1_SCAFFOLD_70
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000037.1	Chromosome			unplaced-scaffold	302364			HAP1_SCAFFOLD_71
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000038.1	Chromosome			unplaced-scaffold	299923			HAP1_SCAFFOLD_72
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000039.1	Chromosome			unplaced-scaffold	297000			HAP1_SCAFFOLD_73
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000040.1	Chromosome			unplaced-scaffold	287025			HAP1_SCAFFOLD_74
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000041.1	Chromosome			unplaced-scaffold	275662			HAP1_SCAFFOLD_75
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000042.1	Chromosome			unplaced-scaffold	273595			HAP1_SCAFFOLD_76
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000043.1	Chromosome			unplaced-scaffold	263275			HAP1_SCAFFOLD_78
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000044.1	Chromosome			unplaced-scaffold	245604			HAP1_SCAFFOLD_81
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000045.1	Chromosome			unplaced-scaffold	244000			HAP1_SCAFFOLD_82
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000046.1	Chromosome			unplaced-scaffold	240380			HAP1_SCAFFOLD_83
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000047.1	Chromosome			unplaced-scaffold	233598			HAP1_SCAFFOLD_85
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000048.1	Chromosome			unplaced-scaffold	232834			HAP1_SCAFFOLD_86
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000049.1	Chromosome			unplaced-scaffold	229564			HAP1_SCAFFOLD_87
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000050.1	Chromosome			unplaced-scaffold	221661			HAP1_SCAFFOLD_88
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000051.1	Chromosome			unplaced-scaffold	214933			HAP1_SCAFFOLD_89
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000052.1	Chromosome			unplaced-scaffold	203000			HAP1_SCAFFOLD_90
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000053.1	Chromosome			unplaced-scaffold	202117			HAP1_SCAFFOLD_91
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000054.1	Chromosome			unplaced-scaffold	200951			HAP1_SCAFFOLD_92
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000055.1	Chromosome			unplaced-scaffold	200280			HAP1_SCAFFOLD_93
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000056.1	Chromosome			unplaced-scaffold	194000			HAP1_SCAFFOLD_94
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000057.1	Chromosome			unplaced-scaffold	190190			HAP1_SCAFFOLD_95
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000058.1	Chromosome			unplaced-scaffold	170043			HAP1_SCAFFOLD_96
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000059.1	Chromosome			unplaced-scaffold	169380			HAP1_SCAFFOLD_98
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000060.1	Chromosome			unplaced-scaffold	169000			HAP1_SCAFFOLD_99
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000061.1	Chromosome			unplaced-scaffold	168809			HAP1_SCAFFOLD_100
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000062.1	Chromosome			unplaced-scaffold	166000			HAP1_SCAFFOLD_102
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000063.1	Chromosome			unplaced-scaffold	162000			HAP1_SCAFFOLD_103
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000064.1	Chromosome			unplaced-scaffold	154183			HAP1_SCAFFOLD_104
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000065.1	Chromosome			unplaced-scaffold	154000			HAP1_SCAFFOLD_105
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000066.1	Chromosome			unplaced-scaffold	152000			HAP1_SCAFFOLD_107
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000067.1	Chromosome			unplaced-scaffold	149753			HAP1_SCAFFOLD_109
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000068.1	Chromosome			unplaced-scaffold	148378			HAP1_SCAFFOLD_111
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000069.1	Chromosome			unplaced-scaffold	147241			HAP1_SCAFFOLD_112
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000070.1	Chromosome			unplaced-scaffold	145885			HAP1_SCAFFOLD_114
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000071.1	Chromosome			unplaced-scaffold	135279			HAP1_SCAFFOLD_116
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000072.1	Chromosome			unplaced-scaffold	134908			HAP1_SCAFFOLD_117
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000073.1	Chromosome			unplaced-scaffold	134332			HAP1_SCAFFOLD_118
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000074.1	Chromosome			unplaced-scaffold	134000			HAP1_SCAFFOLD_119
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000075.1	Chromosome			unplaced-scaffold	132615			HAP1_SCAFFOLD_120
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000076.1	Chromosome			unplaced-scaffold	131021			HAP1_SCAFFOLD_122
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000077.1	Chromosome			unplaced-scaffold	126735			HAP1_SCAFFOLD_123
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000078.1	Chromosome			unplaced-scaffold	122000			HAP1_SCAFFOLD_124
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000079.1	Chromosome			unplaced-scaffold	119984			HAP1_SCAFFOLD_125
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000080.1	Chromosome			unplaced-scaffold	119000			HAP1_SCAFFOLD_126
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000081.1	Chromosome			unplaced-scaffold	119000			HAP1_SCAFFOLD_127
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000082.1	Chromosome			unplaced-scaffold	118000			HAP1_SCAFFOLD_128
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000083.1	Chromosome			unplaced-scaffold	117000			HAP1_SCAFFOLD_130
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000084.1	Chromosome			unplaced-scaffold	114511			HAP1_SCAFFOLD_132
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000085.1	Chromosome			unplaced-scaffold	112639			HAP1_SCAFFOLD_135
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000086.1	Chromosome			unplaced-scaffold	111571			HAP1_SCAFFOLD_136
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000087.1	Chromosome			unplaced-scaffold	111000			HAP1_SCAFFOLD_137
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000088.1	Chromosome			unplaced-scaffold	110301			HAP1_SCAFFOLD_138
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000089.1	Chromosome			unplaced-scaffold	110000			HAP1_SCAFFOLD_139
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000090.1	Chromosome			unplaced-scaffold	108000			HAP1_SCAFFOLD_141
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000091.1	Chromosome			unplaced-scaffold	102577			HAP1_SCAFFOLD_144
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000092.1	Chromosome			unplaced-scaffold	95000			HAP1_SCAFFOLD_150
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000093.1	Chromosome			unplaced-scaffold	91190			HAP1_SCAFFOLD_157
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000094.1	Chromosome			unplaced-scaffold	91000			HAP1_SCAFFOLD_158
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000095.1	Chromosome			unplaced-scaffold	89613			HAP1_SCAFFOLD_161
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000096.1	Chromosome			unplaced-scaffold	87867			HAP1_SCAFFOLD_168
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000097.1	Chromosome			unplaced-scaffold	86267			HAP1_SCAFFOLD_172
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000098.1	Chromosome			unplaced-scaffold	85813			HAP1_SCAFFOLD_173
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000099.1	Chromosome			unplaced-scaffold	85812			HAP1_SCAFFOLD_174
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000100.1	Chromosome			unplaced-scaffold	85596			HAP1_SCAFFOLD_175
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000101.1	Chromosome			unplaced-scaffold	85011			HAP1_SCAFFOLD_177
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000102.1	Chromosome			unplaced-scaffold	82533			HAP1_SCAFFOLD_180
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000103.1	Chromosome			unplaced-scaffold	81348			HAP1_SCAFFOLD_183
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000104.1	Chromosome			unplaced-scaffold	79000			HAP1_SCAFFOLD_192
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000105.1	Chromosome			unplaced-scaffold	77000			HAP1_SCAFFOLD_198
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000106.1	Chromosome			unplaced-scaffold	75923			HAP1_SCAFFOLD_203
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000107.1	Chromosome			unplaced-scaffold	69499			HAP1_SCAFFOLD_223
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000108.1	Chromosome			unplaced-scaffold	68537			HAP1_SCAFFOLD_227
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000109.1	Chromosome			unplaced-scaffold	66874			HAP1_SCAFFOLD_235
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000110.1	Chromosome			unplaced-scaffold	65388			HAP1_SCAFFOLD_242
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000111.1	Chromosome			unplaced-scaffold	64391			HAP1_SCAFFOLD_251
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000112.1	Chromosome			unplaced-scaffold	64159			HAP1_SCAFFOLD_254
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000113.1	Chromosome			unplaced-scaffold	62827			HAP1_SCAFFOLD_264
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000114.1	Chromosome			unplaced-scaffold	62417			HAP1_SCAFFOLD_267
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000115.1	Chromosome			unplaced-scaffold	61000			HAP1_SCAFFOLD_283
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000116.1	Chromosome			unplaced-scaffold	61000			HAP1_SCAFFOLD_284
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000117.1	Chromosome			unplaced-scaffold	60899			HAP1_SCAFFOLD_285
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000118.1	Chromosome			unplaced-scaffold	60218			HAP1_SCAFFOLD_288
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000119.1	Chromosome			unplaced-scaffold	59573			HAP1_SCAFFOLD_292
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000120.1	Chromosome			unplaced-scaffold	59210			HAP1_SCAFFOLD_297
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000121.1	Chromosome			unplaced-scaffold	58000			HAP1_SCAFFOLD_312
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000122.1	Chromosome			unplaced-scaffold	57616			HAP1_SCAFFOLD_318
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000123.1	Chromosome			unplaced-scaffold	57595			HAP1_SCAFFOLD_319
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000124.1	Chromosome			unplaced-scaffold	57390			HAP1_SCAFFOLD_323
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000125.1	Chromosome			unplaced-scaffold	57000			HAP1_SCAFFOLD_329
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000126.1	Chromosome			unplaced-scaffold	57000			HAP1_SCAFFOLD_330
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000127.1	Chromosome			unplaced-scaffold	56000			HAP1_SCAFFOLD_338
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000128.1	Chromosome			unplaced-scaffold	55692			HAP1_SCAFFOLD_344
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000129.1	Chromosome			unplaced-scaffold	53206			HAP1_SCAFFOLD_370
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000130.1	Chromosome			unplaced-scaffold	51098			HAP1_SCAFFOLD_419
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000131.1	Chromosome			unplaced-scaffold	50085			HAP1_SCAFFOLD_434
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000132.1	Chromosome			unplaced-scaffold	48948			HAP1_SCAFFOLD_458
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000133.1	Chromosome			unplaced-scaffold	47654			HAP1_SCAFFOLD_492
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000134.1	Chromosome			unplaced-scaffold	46310			HAP1_SCAFFOLD_529
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000135.1	Chromosome			unplaced-scaffold	45562			HAP1_SCAFFOLD_556
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000136.1	Chromosome			unplaced-scaffold	45500			HAP1_SCAFFOLD_560
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000137.1	Chromosome			unplaced-scaffold	45000			HAP1_SCAFFOLD_576
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000138.1	Chromosome			unplaced-scaffold	42042			HAP1_SCAFFOLD_678
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000139.1	Chromosome			unplaced-scaffold	41696			HAP1_SCAFFOLD_698
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000140.1	Chromosome			unplaced-scaffold	41519			HAP1_SCAFFOLD_706
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000141.1	Chromosome			unplaced-scaffold	40495			HAP1_SCAFFOLD_739
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000142.1	Chromosome			unplaced-scaffold	39572			HAP1_SCAFFOLD_781
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000143.1	Chromosome			unplaced-scaffold	39000			HAP1_SCAFFOLD_807
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000144.1	Chromosome			unplaced-scaffold	38742			HAP1_SCAFFOLD_822
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000145.1	Chromosome			unplaced-scaffold	38358			HAP1_SCAFFOLD_837
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000146.1	Chromosome			unplaced-scaffold	38217			HAP1_SCAFFOLD_846
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000147.1	Chromosome			unplaced-scaffold	38080			HAP1_SCAFFOLD_849
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000148.1	Chromosome			unplaced-scaffold	34529			HAP1_SCAFFOLD_1004
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000149.1	Chromosome			unplaced-scaffold	33654			HAP1_SCAFFOLD_1039
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000150.1	Chromosome			unplaced-scaffold	33615			HAP1_SCAFFOLD_1041
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000151.1	Chromosome			unplaced-scaffold	33278			HAP1_SCAFFOLD_1055
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000152.1	Chromosome			unplaced-scaffold	33275			HAP1_SCAFFOLD_1056
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000153.1	Chromosome			unplaced-scaffold	32451			HAP1_SCAFFOLD_1096
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000154.1	Chromosome			unplaced-scaffold	32135			HAP1_SCAFFOLD_1108
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000155.1	Chromosome			unplaced-scaffold	31938			HAP1_SCAFFOLD_1118
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000156.1	Chromosome			unplaced-scaffold	31547			HAP1_SCAFFOLD_1133
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000157.1	Chromosome			unplaced-scaffold	31288			HAP1_SCAFFOLD_1142
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000158.1	Chromosome			unplaced-scaffold	31207			HAP1_SCAFFOLD_1144
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000159.1	Chromosome			unplaced-scaffold	31160			HAP1_SCAFFOLD_1147
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000160.1	Chromosome			unplaced-scaffold	30949			HAP1_SCAFFOLD_1158
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000161.1	Chromosome			unplaced-scaffold	30327			HAP1_SCAFFOLD_1175
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000162.1	Chromosome			unplaced-scaffold	30266			HAP1_SCAFFOLD_1176
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000163.1	Chromosome			unplaced-scaffold	28975			HAP1_SCAFFOLD_1214
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000164.1	Chromosome			unplaced-scaffold	28806			HAP1_SCAFFOLD_1222
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000165.1	Chromosome			unplaced-scaffold	27863			HAP1_SCAFFOLD_1248
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000166.1	Chromosome			unplaced-scaffold	26023			HAP1_SCAFFOLD_1304
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000167.1	Chromosome			unplaced-scaffold	25402			HAP1_SCAFFOLD_1316
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000168.1	Chromosome			unplaced-scaffold	25342			HAP1_SCAFFOLD_1318
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000169.1	Chromosome			unplaced-scaffold	25152			HAP1_SCAFFOLD_1323
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000170.1	Chromosome			unplaced-scaffold	25132			HAP1_SCAFFOLD_1325
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000171.1	Chromosome			unplaced-scaffold	24586			HAP1_SCAFFOLD_1337
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000172.1	Chromosome			unplaced-scaffold	24499			HAP1_SCAFFOLD_1338
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000173.1	Chromosome			unplaced-scaffold	22909			HAP1_SCAFFOLD_1359
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000174.1	Chromosome			unplaced-scaffold	22222			HAP1_SCAFFOLD_1363
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000175.1	Chromosome			unplaced-scaffold	20605			HAP1_SCAFFOLD_1377
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000176.1	Chromosome			unplaced-scaffold	20156			HAP1_SCAFFOLD_1379
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000177.1	Chromosome			unplaced-scaffold	19747			HAP1_SCAFFOLD_1382
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000178.1	Chromosome			unplaced-scaffold	18440			HAP1_SCAFFOLD_1385
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000179.1	Chromosome			unplaced-scaffold	18220			HAP1_SCAFFOLD_1386
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000180.1	Chromosome			unplaced-scaffold	15706			HAP1_SCAFFOLD_1394
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000181.1	Chromosome			unplaced-scaffold	15696			HAP1_SCAFFOLD_1395
GCA_965648395.1	Primary Assembly	Un			CBFGHM010000182.1	Chromosome			unplaced-scaffold	1000			HAP1_SCAFFOLD_1403
GCA_965648395.1	non-nuclear	MT	289098	45	OZ287391.1	Mitochondrion			assembled-molecule	643145			scaffold_MT_1
GCA_965648395.1	non-nuclear	Pltd	57080	36.5	OZ287392.1	Chloroplast			assembled-molecule	155500			scaffold_Pltd_1
