Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000109.1	Chromosome		NW_025744401.1	unplaced-scaffold	11140			Un_scaffold_10427
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000112.1	Chromosome		NW_025744402.1	unplaced-scaffold	11120			Un_scaffold_10434
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000113.1	Chromosome		NW_025744403.1	unplaced-scaffold	11111			Un_scaffold_10438
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000120.1	Chromosome		NW_025744404.1	unplaced-scaffold	11079			Un_scaffold_10468
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000121.1	Chromosome		NW_025744405.1	unplaced-scaffold	11076			Un_scaffold_10470
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000122.1	Chromosome		NW_025744406.1	unplaced-scaffold	11074			Un_scaffold_10471
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000126.1	Chromosome		NW_025744407.1	unplaced-scaffold	11056			Un_scaffold_10481
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000127.1	Chromosome		NW_025744408.1	unplaced-scaffold	11045			Un_scaffold_10490
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000128.1	Chromosome		NW_025744409.1	unplaced-scaffold	11044			Un_scaffold_10491
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000129.1	Chromosome		NW_025744410.1	unplaced-scaffold	11032			Un_scaffold_10499
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000132.1	Chromosome		NW_025744411.1	unplaced-scaffold	11019			Un_scaffold_10514
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000133.1	Chromosome		NW_025744412.1	unplaced-scaffold	11019			Un_scaffold_10515
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000142.1	Chromosome		NW_025744413.1	unplaced-scaffold	10942			Un_scaffold_10564
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000143.1	Chromosome		NW_025744414.1	unplaced-scaffold	10941			Un_scaffold_10566
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000145.1	Chromosome		NW_025744415.1	unplaced-scaffold	10937			Un_scaffold_10569
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000148.1	Chromosome		NW_025744416.1	unplaced-scaffold	10917			Un_scaffold_10584
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000156.1	Chromosome		NW_025744417.1	unplaced-scaffold	10882			Un_scaffold_10611
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000157.1	Chromosome		NW_025744418.1	unplaced-scaffold	10881			Un_scaffold_10612
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000159.1	Chromosome		NW_025744419.1	unplaced-scaffold	10875			Un_scaffold_10615
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000162.1	Chromosome		NW_025744420.1	unplaced-scaffold	10856			Un_scaffold_10624
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000166.1	Chromosome		NW_025744421.1	unplaced-scaffold	10834			Un_scaffold_10636
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000167.1	Chromosome		NW_025744422.1	unplaced-scaffold	10832			Un_scaffold_10637
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000171.1	Chromosome		NW_025744423.1	unplaced-scaffold	10786			Un_scaffold_10673
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000172.1	Chromosome		NW_025744424.1	unplaced-scaffold	10779			Un_scaffold_10677
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000173.1	Chromosome		NW_025744425.1	unplaced-scaffold	10777			Un_scaffold_10678
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000175.1	Chromosome		NW_025744426.1	unplaced-scaffold	10768			Un_scaffold_10687
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000177.1	Chromosome		NW_025744427.1	unplaced-scaffold	10758			Un_scaffold_10696
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000180.1	Chromosome		NW_025744428.1	unplaced-scaffold	100000			Un_scaffold_107:::fragment_2:::debris
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000181.1	Chromosome		NW_025744429.1	unplaced-scaffold	50752			Un_scaffold_107:::fragment_3
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000182.1	Chromosome		NW_025744430.1	unplaced-scaffold	40000			Un_scaffold_107:::fragment_4:::debris
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000185.1	Chromosome		NW_025744431.1	unplaced-scaffold	10753			Un_scaffold_10700
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000186.1	Chromosome		NW_025744432.1	unplaced-scaffold	10752			Un_scaffold_10701
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000187.1	Chromosome		NW_025744433.1	unplaced-scaffold	10744			Un_scaffold_10708
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000188.1	Chromosome		NW_025744434.1	unplaced-scaffold	213673			Un_scaffold_1071
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000192.1	Chromosome		NW_025744435.1	unplaced-scaffold	10739			Un_scaffold_10715
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000193.1	Chromosome		NW_025744436.1	unplaced-scaffold	10734			Un_scaffold_10719
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000194.1	Chromosome		NW_025744437.1	unplaced-scaffold	10734			Un_scaffold_10720
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000206.1	Chromosome		NW_025744438.1	unplaced-scaffold	10685			Un_scaffold_10750
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000207.1	Chromosome		NW_025744439.1	unplaced-scaffold	10653			Un_scaffold_10775
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000208.1	Chromosome		NW_025744440.1	unplaced-scaffold	10628			Un_scaffold_10789
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000209.1	Chromosome		NW_025744441.1	unplaced-scaffold	10619			Un_scaffold_10796
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000216.1	Chromosome		NW_025744442.1	unplaced-scaffold	10580			Un_scaffold_10825
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000218.1	Chromosome		NW_025744443.1	unplaced-scaffold	10579			Un_scaffold_10829
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000221.1	Chromosome		NW_025744444.1	unplaced-scaffold	10557			Un_scaffold_10844
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000225.1	Chromosome		NW_025744445.1	unplaced-scaffold	10535			Un_scaffold_10861
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000227.1	Chromosome		NW_025744446.1	unplaced-scaffold	10534			Un_scaffold_10863
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000229.1	Chromosome		NW_025744447.1	unplaced-scaffold	10525			Un_scaffold_10866
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000230.1	Chromosome		NW_025744448.1	unplaced-scaffold	10516			Un_scaffold_10874
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000231.1	Chromosome		NW_025744449.1	unplaced-scaffold	10510			Un_scaffold_10877
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000233.1	Chromosome		NW_025744450.1	unplaced-scaffold	10493			Un_scaffold_10887
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000234.1	Chromosome		NW_025744451.1	unplaced-scaffold	10485			Un_scaffold_10892
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000238.1	Chromosome		NW_025744452.1	unplaced-scaffold	10454			Un_scaffold_10921
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000241.1	Chromosome		NW_025744453.1	unplaced-scaffold	10408			Un_scaffold_10947
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000245.1	Chromosome		NW_025744454.1	unplaced-scaffold	10386			Un_scaffold_10955
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000248.1	Chromosome		NW_025744455.1	unplaced-scaffold	10359			Un_scaffold_10976
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000251.1	Chromosome		NW_025744456.1	unplaced-scaffold	10349			Un_scaffold_10981
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000253.1	Chromosome		NW_025744457.1	unplaced-scaffold	10345			Un_scaffold_10987
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000255.1	Chromosome		NW_025744458.1	unplaced-scaffold	10332			Un_scaffold_10999
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000257.1	Chromosome		NW_025744459.1	unplaced-scaffold	100000			Un_scaffold_11:::fragment_2:::debris
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000259.1	Chromosome		NW_025744460.1	unplaced-scaffold	100000			Un_scaffold_11:::fragment_4:::debris
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000261.1	Chromosome		NW_025744461.1	unplaced-scaffold	100000			Un_scaffold_11:::fragment_6:::debris
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000266.1	Chromosome		NW_025744462.1	unplaced-scaffold	10319			Un_scaffold_11010
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000271.1	Chromosome		NW_025744463.1	unplaced-scaffold	10303			Un_scaffold_11023
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000272.1	Chromosome		NW_025744464.1	unplaced-scaffold	10280			Un_scaffold_11037
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000275.1	Chromosome		NW_025744465.1	unplaced-scaffold	10268			Un_scaffold_11045
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000278.1	Chromosome		NW_025744466.1	unplaced-scaffold	10249			Un_scaffold_11060
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000279.1	Chromosome		NW_025744467.1	unplaced-scaffold	10240			Un_scaffold_11065
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000280.1	Chromosome		NW_025744468.1	unplaced-scaffold	10240			Un_scaffold_11066
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000282.1	Chromosome		NW_025744469.1	unplaced-scaffold	10226			Un_scaffold_11076
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000286.1	Chromosome		NW_025744470.1	unplaced-scaffold	10219			Un_scaffold_11086
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000288.1	Chromosome		NW_025744471.1	unplaced-scaffold	10212			Un_scaffold_11090
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000289.1	Chromosome		NW_025744472.1	unplaced-scaffold	10207			Un_scaffold_11094
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000296.1	Chromosome		NW_025744473.1	unplaced-scaffold	10187			Un_scaffold_11112
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000302.1	Chromosome		NW_025744474.1	unplaced-scaffold	10163			Un_scaffold_11125
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000306.1	Chromosome		NW_025744475.1	unplaced-scaffold	10145			Un_scaffold_11137
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000308.1	Chromosome		NW_025744476.1	unplaced-scaffold	10137			Un_scaffold_11141
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000310.1	Chromosome		NW_025744477.1	unplaced-scaffold	10122			Un_scaffold_11150
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000312.1	Chromosome		NW_025744478.1	unplaced-scaffold	10113			Un_scaffold_11158
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000316.1	Chromosome		NW_025744479.1	unplaced-scaffold	10103			Un_scaffold_11169
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000317.1	Chromosome		NW_025744480.1	unplaced-scaffold	10101			Un_scaffold_11170
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000319.1	Chromosome		NW_025744481.1	unplaced-scaffold	203637			Un_scaffold_1119
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000326.1	Chromosome		NW_025744482.1	unplaced-scaffold	10032			Un_scaffold_11220
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000327.1	Chromosome		NW_025744483.1	unplaced-scaffold	10030			Un_scaffold_11221
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000330.1	Chromosome		NW_025744484.1	unplaced-scaffold	10020			Un_scaffold_11232
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000339.1	Chromosome		NW_025744485.1	unplaced-scaffold	9960			Un_scaffold_11286
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000340.1	Chromosome		NW_025744486.1	unplaced-scaffold	9959			Un_scaffold_11288
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000348.1	Chromosome		NW_025744487.1	unplaced-scaffold	9936			Un_scaffold_11306
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000350.1	Chromosome		NW_025744488.1	unplaced-scaffold	9935			Un_scaffold_11308
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000356.1	Chromosome		NW_025744489.1	unplaced-scaffold	9905			Un_scaffold_11332
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000362.1	Chromosome		NW_025744490.1	unplaced-scaffold	9879			Un_scaffold_11363
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000363.1	Chromosome		NW_025744491.1	unplaced-scaffold	9870			Un_scaffold_11371
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000367.1	Chromosome		NW_025744492.1	unplaced-scaffold	9845			Un_scaffold_11400
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000373.1	Chromosome		NW_025744493.1	unplaced-scaffold	9793			Un_scaffold_11437
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000382.1	Chromosome		NW_025744494.1	unplaced-scaffold	9763			Un_scaffold_11465
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000385.1	Chromosome		NW_025744495.1	unplaced-scaffold	9752			Un_scaffold_11472
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000393.1	Chromosome		NW_025744496.1	unplaced-scaffold	9718			Un_scaffold_11507
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000394.1	Chromosome		NW_025744497.1	unplaced-scaffold	9705			Un_scaffold_11513
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000396.1	Chromosome		NW_025744498.1	unplaced-scaffold	9697			Un_scaffold_11524
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000400.1	Chromosome		NW_025744499.1	unplaced-scaffold	9679			Un_scaffold_11540
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000401.1	Chromosome		NW_025744500.1	unplaced-scaffold	9672			Un_scaffold_11542
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000405.1	Chromosome		NW_025744501.1	unplaced-scaffold	9661			Un_scaffold_11551
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000418.1	Chromosome		NW_025744502.1	unplaced-scaffold	9599			Un_scaffold_11599
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000430.1	Chromosome		NW_025744503.1	unplaced-scaffold	9548			Un_scaffold_11637
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000432.1	Chromosome		NW_025744504.1	unplaced-scaffold	9546			Un_scaffold_11640
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000434.1	Chromosome		NW_025744505.1	unplaced-scaffold	9526			Un_scaffold_11650
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000435.1	Chromosome		NW_025744506.1	unplaced-scaffold	9522			Un_scaffold_11653
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000436.1	Chromosome		NW_025744507.1	unplaced-scaffold	192862			Un_scaffold_1166
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000441.1	Chromosome		NW_025744508.1	unplaced-scaffold	9471			Un_scaffold_11690
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000442.1	Chromosome		NW_025744509.1	unplaced-scaffold	9468			Un_scaffold_11692
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000443.1	Chromosome		NW_025744510.1	unplaced-scaffold	9465			Un_scaffold_11696
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000447.1	Chromosome		NW_025744511.1	unplaced-scaffold	9460			Un_scaffold_11703
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000448.1	Chromosome		NW_025744512.1	unplaced-scaffold	9456			Un_scaffold_11705
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000456.1	Chromosome		NW_025744513.1	unplaced-scaffold	9436			Un_scaffold_11725
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000459.1	Chromosome		NW_025744514.1	unplaced-scaffold	9430			Un_scaffold_11732
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000460.1	Chromosome		NW_025744515.1	unplaced-scaffold	9430			Un_scaffold_11733
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000462.1	Chromosome		NW_025744516.1	unplaced-scaffold	9426			Un_scaffold_11740
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000465.1	Chromosome		NW_025744517.1	unplaced-scaffold	9417			Un_scaffold_11749
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000468.1	Chromosome		NW_025744518.1	unplaced-scaffold	9390			Un_scaffold_11775
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000469.1	Chromosome		NW_025744519.1	unplaced-scaffold	9376			Un_scaffold_11787
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000471.1	Chromosome		NW_025744520.1	unplaced-scaffold	9370			Un_scaffold_11792
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000481.1	Chromosome		NW_025744521.1	unplaced-scaffold	9315			Un_scaffold_11836
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000483.1	Chromosome		NW_025744522.1	unplaced-scaffold	9300			Un_scaffold_11844
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000484.1	Chromosome		NW_025744523.1	unplaced-scaffold	9296			Un_scaffold_11847
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000487.1	Chromosome		NW_025744524.1	unplaced-scaffold	9278			Un_scaffold_11860
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000495.1	Chromosome		NW_025744525.1	unplaced-scaffold	9246			Un_scaffold_11895
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000497.1	Chromosome		NW_025744526.1	unplaced-scaffold	188184			Un_scaffold_1190
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000502.1	Chromosome		NW_025744527.1	unplaced-scaffold	9218			Un_scaffold_11920
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000505.1	Chromosome		NW_025744528.1	unplaced-scaffold	9208			Un_scaffold_11931
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000511.1	Chromosome		NW_025744529.1	unplaced-scaffold	9185			Un_scaffold_11952
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000515.1	Chromosome		NW_025744530.1	unplaced-scaffold	9168			Un_scaffold_11965
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000524.1	Chromosome		NW_025744531.1	unplaced-scaffold	250000			Un_scaffold_12:::fragment_2:::debris
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000526.1	Chromosome		NW_025744532.1	unplaced-scaffold	250000			Un_scaffold_12:::fragment_4:::debris
GCF_021184085.1	Primary Assembly	Un			JAGYUW010000530.1	Chromosome		NW_025744533.1	unplaced-scaffold	9107			Un_scaffold_12014
