Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000011.1	Chromosome		NW_027208211.1	unplaced-scaffold	338276			SCAFFOLD_91
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000012.1	Chromosome		NW_027208212.1	unplaced-scaffold	146000			SCAFFOLD_140
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000013.1	Chromosome		NW_027208213.1	unplaced-scaffold	577000			SCAFFOLD_75
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000014.1	Chromosome		NW_027208214.1	unplaced-scaffold	938205			SCAFFOLD_55
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000015.1	Chromosome		NW_027208215.1	unplaced-scaffold	13584			SCAFFOLD_347
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000016.1	Chromosome		NW_027208216.1	unplaced-scaffold	33000			SCAFFOLD_246
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000017.1	Chromosome		NW_027208217.1	unplaced-scaffold	156000			SCAFFOLD_136
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000018.1	Chromosome		NW_027208218.1	unplaced-scaffold	18570			SCAFFOLD_315
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000019.1	Chromosome		NW_027208219.1	unplaced-scaffold	182000			SCAFFOLD_126
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000020.1	Chromosome		NW_027208220.1	unplaced-scaffold	543000			SCAFFOLD_76
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000021.1	Chromosome		NW_027208221.1	unplaced-scaffold	61640			SCAFFOLD_194
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000022.1	Chromosome		NW_027208222.1	unplaced-scaffold	167249			SCAFFOLD_131
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000023.1	Chromosome		NW_027208223.1	unplaced-scaffold	221000			SCAFFOLD_113
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000024.1	Chromosome		NW_027208224.1	unplaced-scaffold	935000			SCAFFOLD_56
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000025.1	Chromosome		NW_027208225.1	unplaced-scaffold	202271			SCAFFOLD_122
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000026.1	Chromosome		NW_027208226.1	unplaced-scaffold	207322			SCAFFOLD_121
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000027.1	Chromosome		NW_027208227.1	unplaced-scaffold	257000			SCAFFOLD_107
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000028.1	Chromosome		NW_027208228.1	unplaced-scaffold	68000			SCAFFOLD_187
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000029.1	Chromosome		NW_027208229.1	unplaced-scaffold	380013			SCAFFOLD_85
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000030.1	Chromosome		NW_027208230.1	unplaced-scaffold	12766			SCAFFOLD_352
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000031.1	Chromosome		NW_027208231.1	unplaced-scaffold	11532			SCAFFOLD_356
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000032.1	Chromosome		NW_027208232.1	unplaced-scaffold	807364			SCAFFOLD_64
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000033.1	Chromosome		NW_027208233.1	unplaced-scaffold	327000			SCAFFOLD_95
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000034.1	Chromosome		NW_027208234.1	unplaced-scaffold	242640			SCAFFOLD_108
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000035.1	Chromosome		NW_027208235.1	unplaced-scaffold	80000			SCAFFOLD_176
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000036.1	Chromosome		NW_027208236.1	unplaced-scaffold	2000			SCAFFOLD_365
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000037.1	Chromosome		NW_027208237.1	unplaced-scaffold	67000			SCAFFOLD_188
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000038.1	Chromosome		NW_027208238.1	unplaced-scaffold	98264			SCAFFOLD_163
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000039.1	Chromosome		NW_027208239.1	unplaced-scaffold	1107000			SCAFFOLD_51
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000040.1	Chromosome		NW_027208240.1	unplaced-scaffold	84708			SCAFFOLD_172
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000041.1	Chromosome		NW_027208241.1	unplaced-scaffold	85003			SCAFFOLD_171
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000042.1	Chromosome		NW_027208242.1	unplaced-scaffold	1000			SCAFFOLD_369
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000043.1	Chromosome		NW_027208243.1	unplaced-scaffold	60000			SCAFFOLD_197
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000044.1	Chromosome		NW_027208244.1	unplaced-scaffold	69616			SCAFFOLD_184
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000045.1	Chromosome		NW_027208245.1	unplaced-scaffold	146000			SCAFFOLD_139
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000046.1	Chromosome		NW_027208246.1	unplaced-scaffold	16336			SCAFFOLD_333
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000047.1	Chromosome		NW_027208247.1	unplaced-scaffold	172000			SCAFFOLD_129
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000048.1	Chromosome		NW_027208248.1	unplaced-scaffold	475000			SCAFFOLD_81
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000049.1	Chromosome		NW_027208249.1	unplaced-scaffold	18567			SCAFFOLD_316
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000050.1	Chromosome		NW_027208250.1	unplaced-scaffold	156995			SCAFFOLD_135
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000051.1	Chromosome		NW_027208251.1	unplaced-scaffold	41000			SCAFFOLD_217
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000052.1	Chromosome		NW_027208252.1	unplaced-scaffold	182152			SCAFFOLD_125
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000053.1	Chromosome		NW_027208253.1	unplaced-scaffold	11650			SCAFFOLD_355
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000054.1	Chromosome		NW_027208254.1	unplaced-scaffold	26138			SCAFFOLD_283
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000055.1	Chromosome		NW_027208255.1	unplaced-scaffold	325000			SCAFFOLD_96
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000056.1	Chromosome		NW_027208256.1	unplaced-scaffold	53568			SCAFFOLD_203
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000057.1	Chromosome		NW_027208257.1	unplaced-scaffold	10897			SCAFFOLD_359
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000058.1	Chromosome		NW_027208258.1	unplaced-scaffold	115000			SCAFFOLD_153
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000059.1	Chromosome		NW_027208259.1	unplaced-scaffold	97820			SCAFFOLD_164
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000060.1	Chromosome		NW_027208260.1	unplaced-scaffold	862969			SCAFFOLD_59
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000061.1	Chromosome		NW_027208261.1	unplaced-scaffold	34000			SCAFFOLD_239
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000062.1	Chromosome		NW_027208262.1	unplaced-scaffold	484415			SCAFFOLD_79
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000063.1	Chromosome		NW_027208263.1	unplaced-scaffold	89233			SCAFFOLD_168
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000064.1	Chromosome		NW_027208264.1	unplaced-scaffold	70000			SCAFFOLD_183
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000065.1	Chromosome		NW_027208265.1	unplaced-scaffold	276193			SCAFFOLD_103
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000066.1	Chromosome		NW_027208266.1	unplaced-scaffold	349000			SCAFFOLD_90
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000067.1	Chromosome		NW_027208267.1	unplaced-scaffold	317000			SCAFFOLD_98
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000068.1	Chromosome		NW_027208268.1	unplaced-scaffold	29000			SCAFFOLD_263
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000069.1	Chromosome		NW_027208269.1	unplaced-scaffold	106000			SCAFFOLD_158
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000070.1	Chromosome		NW_027208270.1	unplaced-scaffold	87544			SCAFFOLD_170
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000071.1	Chromosome		NW_027208271.1	unplaced-scaffold	365277			SCAFFOLD_89
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000072.1	Chromosome		NW_027208272.1	unplaced-scaffold	16302			SCAFFOLD_334
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000073.1	Chromosome		NW_027208273.1	unplaced-scaffold	126000			SCAFFOLD_149
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000074.1	Chromosome		NW_027208274.1	unplaced-scaffold	112000			SCAFFOLD_154
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000075.1	Chromosome		NW_027208275.1	unplaced-scaffold	131000			SCAFFOLD_145
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000076.1	Chromosome		NW_027208276.1	unplaced-scaffold	53000			SCAFFOLD_204
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000077.1	Chromosome		NW_027208277.1	unplaced-scaffold	15420			SCAFFOLD_338
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000078.1	Chromosome		NW_027208278.1	unplaced-scaffold	171623			SCAFFOLD_130
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000079.1	Chromosome		NW_027208279.1	unplaced-scaffold	39000			SCAFFOLD_222
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000080.1	Chromosome		NW_027208280.1	unplaced-scaffold	209268			SCAFFOLD_120
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000081.1	Chromosome		NW_027208281.1	unplaced-scaffold	17000			SCAFFOLD_327
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000082.1	Chromosome		NW_027208282.1	unplaced-scaffold	21000			SCAFFOLD_302
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000083.1	Chromosome		NW_027208283.1	unplaced-scaffold	106000			SCAFFOLD_157
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000084.1	Chromosome		NW_027208284.1	unplaced-scaffold	484000			SCAFFOLD_80
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000085.1	Chromosome		NW_027208285.1	unplaced-scaffold	49770			SCAFFOLD_207
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000086.1	Chromosome		NW_027208286.1	unplaced-scaffold	13114			SCAFFOLD_350
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000087.1	Chromosome		NW_027208287.1	unplaced-scaffold	307000			SCAFFOLD_99
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000088.1	Chromosome		NW_027208288.1	unplaced-scaffold	62000			SCAFFOLD_193
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000089.1	Chromosome		NW_027208289.1	unplaced-scaffold	92061			SCAFFOLD_167
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000090.1	Chromosome		NW_027208290.1	unplaced-scaffold	220795			SCAFFOLD_114
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000091.1	Chromosome		NW_027208291.1	unplaced-scaffold	10702			SCAFFOLD_360
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000092.1	Chromosome		NW_027208292.1	unplaced-scaffold	739000			SCAFFOLD_67
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000093.1	Chromosome		NW_027208293.1	unplaced-scaffold	504387			SCAFFOLD_78
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000094.1	Chromosome		NW_027208294.1	unplaced-scaffold	130208			SCAFFOLD_146
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000095.1	Chromosome		NW_027208295.1	unplaced-scaffold	215924			SCAFFOLD_118
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000096.1	Chromosome		NW_027208296.1	unplaced-scaffold	142039			SCAFFOLD_141
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000097.1	Chromosome		NW_027208297.1	unplaced-scaffold	140185			SCAFFOLD_142
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000098.1	Chromosome		NW_027208298.1	unplaced-scaffold	1185000			SCAFFOLD_50
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000099.1	Chromosome		NW_027208299.1	unplaced-scaffold	2000			SCAFFOLD_364
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000100.1	Chromosome		NW_027208300.1	unplaced-scaffold	234673			SCAFFOLD_110
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000101.1	Chromosome		NW_027208301.1	unplaced-scaffold	2141779			SCAFFOLD_35
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000102.1	Chromosome		NW_027208302.1	unplaced-scaffold	39000			SCAFFOLD_223
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000103.1	Chromosome		NW_027208303.1	unplaced-scaffold	327181			SCAFFOLD_94
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000104.1	Chromosome		NW_027208304.1	unplaced-scaffold	272605			SCAFFOLD_105
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000105.1	Chromosome		NW_027208305.1	unplaced-scaffold	1000			SCAFFOLD_368
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000106.1	Chromosome		NW_027208306.1	unplaced-scaffold	69000			SCAFFOLD_185
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000107.1	Chromosome		NW_027208307.1	unplaced-scaffold	241128			SCAFFOLD_109
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000108.1	Chromosome		NW_027208308.1	unplaced-scaffold	66000			SCAFFOLD_189
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000109.1	Chromosome		NW_027208309.1	unplaced-scaffold	21000			SCAFFOLD_303
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000110.1	Chromosome		NW_027208310.1	unplaced-scaffold	61000			SCAFFOLD_196
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000111.1	Chromosome		NW_027208311.1	unplaced-scaffold	1000			SCAFFOLD_370
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000112.1	Chromosome		NW_027208312.1	unplaced-scaffold	11037			SCAFFOLD_358
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000113.1	Chromosome		NW_027208313.1	unplaced-scaffold	79268			SCAFFOLD_177
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000114.1	Chromosome		NW_027208314.1	unplaced-scaffold	157902			SCAFFOLD_134
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000115.1	Chromosome		NW_027208315.1	unplaced-scaffold	63882			SCAFFOLD_192
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000116.1	Chromosome		NW_027208316.1	unplaced-scaffold	64961			SCAFFOLD_191
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000117.1	Chromosome		NW_027208317.1	unplaced-scaffold	185582			SCAFFOLD_124
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000118.1	Chromosome		NW_027208318.1	unplaced-scaffold	28959			SCAFFOLD_265
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000119.1	Chromosome		NW_027208319.1	unplaced-scaffold	131418			SCAFFOLD_143
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000120.1	Chromosome		NW_027208320.1	unplaced-scaffold	12369			SCAFFOLD_354
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000121.1	Chromosome		NW_027208321.1	unplaced-scaffold	13147			SCAFFOLD_349
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000122.1	Chromosome		NW_027208322.1	unplaced-scaffold	150000			SCAFFOLD_138
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000123.1	Chromosome		NW_027208323.1	unplaced-scaffold	775263			SCAFFOLD_66
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000124.1	Chromosome		NW_027208324.1	unplaced-scaffold	178000			SCAFFOLD_128
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000125.1	Chromosome		NW_027208325.1	unplaced-scaffold	14000			SCAFFOLD_345
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000126.1	Chromosome		NW_027208326.1	unplaced-scaffold	18198			SCAFFOLD_320
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000127.1	Chromosome		NW_027208327.1	unplaced-scaffold	16599			SCAFFOLD_330
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000128.1	Chromosome		NW_027208328.1	unplaced-scaffold	180000			SCAFFOLD_127
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000129.1	Chromosome		NW_027208329.1	unplaced-scaffold	83557			SCAFFOLD_174
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000130.1	Chromosome		NW_027208330.1	unplaced-scaffold	155000			SCAFFOLD_137
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000131.1	Chromosome		NW_027208331.1	unplaced-scaffold	57000			SCAFFOLD_200
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000132.1	Chromosome		NW_027208332.1	unplaced-scaffold	970216			SCAFFOLD_54
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000133.1	Chromosome		NW_027208333.1	unplaced-scaffold	282172			SCAFFOLD_102
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000134.1	Chromosome		NW_027208334.1	unplaced-scaffold	74000			SCAFFOLD_182
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000135.1	Chromosome		NW_027208335.1	unplaced-scaffold	75000			SCAFFOLD_181
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000136.1	Chromosome		NW_027208336.1	unplaced-scaffold	122000			SCAFFOLD_150
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000137.1	Chromosome		NW_027208337.1	unplaced-scaffold	79000			SCAFFOLD_178
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000138.1	Chromosome		NW_027208338.1	unplaced-scaffold	68687			SCAFFOLD_186
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000139.1	Chromosome		NW_027208339.1	unplaced-scaffold	588000			SCAFFOLD_74
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000140.1	Chromosome		NW_027208340.1	unplaced-scaffold	57284			SCAFFOLD_199
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000141.1	Chromosome		NW_027208341.1	unplaced-scaffold	1000			SCAFFOLD_367
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000142.1	Chromosome		NW_027208342.1	unplaced-scaffold	105000			SCAFFOLD_160
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000143.1	Chromosome		NW_027208343.1	unplaced-scaffold	61299			SCAFFOLD_195
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000144.1	Chromosome		NW_027208344.1	unplaced-scaffold	387597			SCAFFOLD_84
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000145.1	Chromosome		NW_027208345.1	unplaced-scaffold	1630000			SCAFFOLD_40
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000146.1	Chromosome		NW_027208346.1	unplaced-scaffold	14294			SCAFFOLD_342
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000147.1	Chromosome		NW_027208347.1	unplaced-scaffold	84000			SCAFFOLD_173
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000148.1	Chromosome		NW_027208348.1	unplaced-scaffold	102000			SCAFFOLD_162
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000149.1	Chromosome		NW_027208349.1	unplaced-scaffold	104200			SCAFFOLD_161
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000150.1	Chromosome		NW_027208350.1	unplaced-scaffold	1095878			SCAFFOLD_52
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000151.1	Chromosome		NW_027208351.1	unplaced-scaffold	29719			SCAFFOLD_260
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000152.1	Chromosome		NW_027208352.1	unplaced-scaffold	591150			SCAFFOLD_72
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000153.1	Chromosome		NW_027208353.1	unplaced-scaffold	94000			SCAFFOLD_166
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000154.1	Chromosome		NW_027208354.1	unplaced-scaffold	588234			SCAFFOLD_73
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000155.1	Chromosome		NW_027208355.1	unplaced-scaffold	663000			SCAFFOLD_69
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000156.1	Chromosome		NW_027208356.1	unplaced-scaffold	1397846			SCAFFOLD_45
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000157.1	Chromosome		NW_027208357.1	unplaced-scaffold	130000			SCAFFOLD_147
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000158.1	Chromosome		NW_027208358.1	unplaced-scaffold	17004			SCAFFOLD_326
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000159.1	Chromosome		NW_027208359.1	unplaced-scaffold	220176			SCAFFOLD_115
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000160.1	Chromosome		NW_027208360.1	unplaced-scaffold	15796			SCAFFOLD_336
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000161.1	Chromosome		NW_027208361.1	unplaced-scaffold	18175			SCAFFOLD_321
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000162.1	Chromosome		NW_027208362.1	unplaced-scaffold	413898			SCAFFOLD_83
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000163.1	Chromosome		NW_027208363.1	unplaced-scaffold	16519			SCAFFOLD_331
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000164.1	Chromosome		NW_027208364.1	unplaced-scaffold	209667			SCAFFOLD_119
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000165.1	Chromosome		NW_027208365.1	unplaced-scaffold	1397000			SCAFFOLD_46
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000166.1	Chromosome		NW_027208366.1	unplaced-scaffold	425402			SCAFFOLD_82
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000167.1	Chromosome		NW_027208367.1	unplaced-scaffold	52000			SCAFFOLD_206
GCA_964237555.1	Primary Assembly	Un			CAXSJQ010000168.1	Chromosome		NW_027208368.1	unplaced-scaffold	120104			SCAFFOLD_152
