Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_002021735.2	Primary Assembly	LG21	20540756	43.5	CM007738.2	Linkage Group		NC_034194.2	assembled-molecule	47277920			OkisLG21
GCF_002021735.2	Primary Assembly	LG22	25365562	43	CM007739.2	Linkage Group		NC_034195.2	assembled-molecule	58805855			OkisLG22
GCF_002021735.2	Primary Assembly	LG23	21714262	43.5	CM007740.2	Linkage Group		NC_034196.2	assembled-molecule	50050857			OkisLG23
GCF_002021735.2	Primary Assembly	LG24	20285162	43.5	CM007741.2	Linkage Group		NC_034197.2	assembled-molecule	46446771			OkisLG24
GCF_002021735.2	Primary Assembly	LG25	20104759	43.5	CM007742.2	Linkage Group		NC_034198.2	assembled-molecule	46409288			OkisLG25
GCF_002021735.2	Primary Assembly	LG26	22729256	43	CM007743.2	Linkage Group		NC_034199.2	assembled-molecule	52712890			OkisLG26
GCF_002021735.2	Primary Assembly	LG27	19194421	43	CM007744.2	Linkage Group		NC_034200.2	assembled-molecule	44479749			OkisLG27
GCF_002021735.2	Primary Assembly	LG28	22711303	43	CM007745.2	Linkage Group		NC_034201.2	assembled-molecule	52544049			OkisLG28
GCF_002021735.2	Primary Assembly	LG29	20574781	43.5	CM007746.2	Linkage Group		NC_034202.2	assembled-molecule	47307659			OkisLG29
GCF_002021735.2	Primary Assembly	LG30	21317582	43	CM007747.2	Linkage Group		NC_034203.2	assembled-molecule	49369813			OkisLG30
GCF_002021735.2	Primary Assembly	Un			ML762278.1	Chromosome		NW_022261978.1	unplaced-scaffold	15848262			Okis01b-Okis20b_hom
GCF_002021735.2	Primary Assembly	Un			ML762279.1	Chromosome		NW_022261979.1	unplaced-scaffold	16348404			Okis02a-Okis13b_hom
GCF_002021735.2	Primary Assembly	Un			ML762280.1	Chromosome		NW_022261980.1	unplaced-scaffold	20602109			Okis03b-Okis08b_hom
GCF_002021735.2	Primary Assembly	Un			ML762281.1	Chromosome		NW_022261981.1	unplaced-scaffold	12804054			Okis04b-Okis11a_hom
GCF_002021735.2	Primary Assembly	Un			ML762282.1	Chromosome		NW_022261982.1	unplaced-scaffold	7160720			Okis05a-Okis16b_hom
GCF_002021735.2	Primary Assembly	Un			ML762283.1	Chromosome		NW_022261983.1	unplaced-scaffold	22813577			Okis06b-Okis10b_hom
GCF_002021735.2	Primary Assembly	Un			ML762284.1	Chromosome		NW_022261984.1	unplaced-scaffold	17172888			Okis07a-Okis12b_hom
GCF_002021735.2	Primary Assembly	Un			ML762285.1	Chromosome		NW_022261985.1	unplaced-scaffold	18700871			Okis09a-Okis19a_hom
GCF_002021735.2	Primary Assembly	Un			MPKV02000046.1	Chromosome		NW_022262672.1	unplaced-scaffold	1230834			scaffold727
GCF_002021735.2	Primary Assembly	Un			MPKV02000063.1	Chromosome		NW_022262637.1	unplaced-scaffold	829498			scaffold692
GCF_002021735.2	Primary Assembly	Un			MPKV02000076.1	Chromosome		NW_022262631.1	unplaced-scaffold	738281			scaffold686
GCF_002021735.2	Primary Assembly	Un			MPKV02000097.1	Chromosome		NW_022262580.1	unplaced-scaffold	629264			scaffold635
GCF_002021735.2	Primary Assembly	Un			MPKV02000128.1	Chromosome		NW_022262667.1	unplaced-scaffold	501244			scaffold722
GCF_002021735.2	Primary Assembly	Un			MPKV02000132.1	Chromosome		NW_022262638.1	unplaced-scaffold	495668			scaffold693
GCF_002021735.2	Primary Assembly	Un			MPKV02000135.1	Chromosome		NW_022262469.1	unplaced-scaffold	493350			scaffold524
GCF_002021735.2	Primary Assembly	Un			MPKV02000140.1	Chromosome		NW_022262579.1	unplaced-scaffold	477142			scaffold634
GCF_002021735.2	Primary Assembly	Un			MPKV02000146.1	Chromosome		NW_022262664.1	unplaced-scaffold	455175			scaffold719
GCF_002021735.2	Primary Assembly	Un			MPKV02000149.1	Chromosome		NW_022262642.1	unplaced-scaffold	445045			scaffold697
GCF_002021735.2	Primary Assembly	Un			MPKV02000155.1	Chromosome		NW_022262448.1	unplaced-scaffold	432714			scaffold503
GCF_002021735.2	Primary Assembly	Un			MPKV02000162.1	Chromosome		NW_022262630.1	unplaced-scaffold	418160			scaffold685
GCF_002021735.2	Primary Assembly	Un			MPKV02000174.1	Chromosome		NW_022262546.1	unplaced-scaffold	377048			scaffold601
GCF_002021735.2	Primary Assembly	Un			MPKV02000193.1	Chromosome		NW_022262645.1	unplaced-scaffold	336408			scaffold700
GCF_002021735.2	Primary Assembly	Un			MPKV02000203.1	Chromosome		NW_022262621.1	unplaced-scaffold	324407			scaffold676
GCF_002021735.2	Primary Assembly	Un			MPKV02000210.1	Chromosome		NW_022262591.1	unplaced-scaffold	311987			scaffold646
GCF_002021735.2	Primary Assembly	Un			MPKV02000214.1	Chromosome		NW_022262328.1	unplaced-scaffold	304186			scaffold383
GCF_002021735.2	Primary Assembly	Un			MPKV02000215.1	Chromosome		NW_022262624.1	unplaced-scaffold	300453			scaffold679
GCF_002021735.2	Primary Assembly	Un			MPKV02000221.1	Chromosome		NW_022262098.1	unplaced-scaffold	282035			scaffold151
GCF_002021735.2	Primary Assembly	Un			MPKV02000230.1	Chromosome		NW_022262656.1	unplaced-scaffold	258338			scaffold711
GCF_002021735.2	Primary Assembly	Un			MPKV02000232.1	Chromosome		NW_022262479.1	unplaced-scaffold	250090			scaffold534
GCF_002021735.2	Primary Assembly	Un			MPKV02000234.1	Chromosome		NW_022262385.1	unplaced-scaffold	247769			scaffold440
GCF_002021735.2	Primary Assembly	Un			MPKV02000236.1	Chromosome		NW_022262082.1	unplaced-scaffold	246799			scaffold135
GCF_002021735.2	Primary Assembly	Un			MPKV02000238.1	Chromosome		NW_022262619.1	unplaced-scaffold	245532			scaffold674
GCF_002021735.2	Primary Assembly	Un			MPKV02000243.1	Chromosome		NW_022262639.1	unplaced-scaffold	236267			scaffold694
GCF_002021735.2	Primary Assembly	Un			MPKV02000252.1	Chromosome		NW_022262585.1	unplaced-scaffold	224032			scaffold640
GCF_002021735.2	Primary Assembly	Un			MPKV02000254.1	Chromosome		NW_022262627.1	unplaced-scaffold	220304			scaffold682
GCF_002021735.2	Primary Assembly	Un			MPKV02000255.1	Chromosome		NW_022262629.1	unplaced-scaffold	219006			scaffold684
GCF_002021735.2	Primary Assembly	Un			MPKV02000257.1	Chromosome		NW_022262440.1	unplaced-scaffold	216637			scaffold495
GCF_002021735.2	Primary Assembly	Un			MPKV02000259.1	Chromosome		NW_022262666.1	unplaced-scaffold	214900			scaffold721
GCF_002021735.2	Primary Assembly	Un			MPKV02000261.1	Chromosome		NW_022262584.1	unplaced-scaffold	214287			scaffold639
GCF_002021735.2	Primary Assembly	Un			MPKV02000262.1	Chromosome		NW_022262335.1	unplaced-scaffold	213547			scaffold390
GCF_002021735.2	Primary Assembly	Un			MPKV02000269.1	Chromosome		NW_022262354.1	unplaced-scaffold	207547			scaffold409
GCF_002021735.2	Primary Assembly	Un			MPKV02000279.1	Chromosome		NW_022262551.1	unplaced-scaffold	198433			scaffold606
GCF_002021735.2	Primary Assembly	Un			MPKV02000281.1	Chromosome		NW_022262640.1	unplaced-scaffold	195841			scaffold695
GCF_002021735.2	Primary Assembly	Un			MPKV02000286.1	Chromosome		NW_022262400.1	unplaced-scaffold	184815			scaffold455
GCF_002021735.2	Primary Assembly	Un			MPKV02000290.1	Chromosome		NW_022262646.1	unplaced-scaffold	183292			scaffold701
GCF_002021735.2	Primary Assembly	Un			MPKV02000292.1	Chromosome		NW_022262397.1	unplaced-scaffold	182443			scaffold452
GCF_002021735.2	Primary Assembly	Un			MPKV02000299.1	Chromosome		NW_022262625.1	unplaced-scaffold	177210			scaffold680
GCF_002021735.2	Primary Assembly	Un			MPKV02000300.1	Chromosome		NW_022262075.1	unplaced-scaffold	176826			scaffold128
GCF_002021735.2	Primary Assembly	Un			MPKV02000304.1	Chromosome		NW_022262519.1	unplaced-scaffold	175597			scaffold574
GCF_002021735.2	Primary Assembly	Un			MPKV02000305.1	Chromosome		NW_022262563.1	unplaced-scaffold	174223			scaffold618
GCF_002021735.2	Primary Assembly	Un			MPKV02000306.1	Chromosome		NW_022262344.1	unplaced-scaffold	173008			scaffold399
GCF_002021735.2	Primary Assembly	Un			MPKV02000308.1	Chromosome		NW_022262623.1	unplaced-scaffold	170612			scaffold678
GCF_002021735.2	Primary Assembly	Un			MPKV02000310.1	Chromosome		NW_022262661.1	unplaced-scaffold	168600			scaffold716
GCF_002021735.2	Primary Assembly	Un			MPKV02000313.1	Chromosome		NW_022262034.1	unplaced-scaffold	167312			scaffold87
GCF_002021735.2	Primary Assembly	Un			MPKV02000314.1	Chromosome		NW_022262592.1	unplaced-scaffold	167201			scaffold647
GCF_002021735.2	Primary Assembly	Un			MPKV02000315.1	Chromosome		NW_022262605.1	unplaced-scaffold	165216			scaffold660
GCF_002021735.2	Primary Assembly	Un			MPKV02000320.1	Chromosome		NW_022262622.1	unplaced-scaffold	162778			scaffold677
GCF_002021735.2	Primary Assembly	Un			MPKV02000322.1	Chromosome		NW_022262399.1	unplaced-scaffold	161959			scaffold454
GCF_002021735.2	Primary Assembly	Un			MPKV02000327.1	Chromosome		NW_022262441.1	unplaced-scaffold	158297			scaffold496
GCF_002021735.2	Primary Assembly	Un			MPKV02000329.1	Chromosome		NW_022262618.1	unplaced-scaffold	154433			scaffold673
GCF_002021735.2	Primary Assembly	Un			MPKV02000332.1	Chromosome		NW_022262364.1	unplaced-scaffold	152054			scaffold419
GCF_002021735.2	Primary Assembly	Un			MPKV02000333.1	Chromosome		NW_022262669.1	unplaced-scaffold	150093			scaffold724
GCF_002021735.2	Primary Assembly	Un			MPKV02000338.1	Chromosome		NW_022261988.1	unplaced-scaffold	142848			scaffold41
GCF_002021735.2	Primary Assembly	Un			MPKV02000341.1	Chromosome		NW_022262433.1	unplaced-scaffold	140096			scaffold488
GCF_002021735.2	Primary Assembly	Un			MPKV02000342.1	Chromosome		NW_022262553.1	unplaced-scaffold	137563			scaffold608
GCF_002021735.2	Primary Assembly	Un			MPKV02000346.1	Chromosome		NW_022262097.1	unplaced-scaffold	135789			scaffold150
GCF_002021735.2	Primary Assembly	Un			MPKV02000348.1	Chromosome		NW_022262311.1	unplaced-scaffold	134963			scaffold366
GCF_002021735.2	Primary Assembly	Un			MPKV02000353.1	Chromosome		NW_022262317.1	unplaced-scaffold	130070			scaffold372
GCF_002021735.2	Primary Assembly	Un			MPKV02000356.1	Chromosome		NW_022262015.1	unplaced-scaffold	125000			scaffold68
GCF_002021735.2	Primary Assembly	Un			MPKV02000357.1	Chromosome		NW_022262470.1	unplaced-scaffold	125000			scaffold525
GCF_002021735.2	Primary Assembly	Un			MPKV02000360.1	Chromosome		NW_022262660.1	unplaced-scaffold	123714			scaffold715
GCF_002021735.2	Primary Assembly	Un			MPKV02000361.1	Chromosome		NW_022261997.1	unplaced-scaffold	123444			scaffold50
GCF_002021735.2	Primary Assembly	Un			MPKV02000363.1	Chromosome		NW_022262453.1	unplaced-scaffold	122326			scaffold508
GCF_002021735.2	Primary Assembly	Un			MPKV02000366.1	Chromosome		NW_022262123.1	unplaced-scaffold	120316			scaffold176
GCF_002021735.2	Primary Assembly	Un			MPKV02000368.1	Chromosome		NW_022262124.1	unplaced-scaffold	120051			scaffold177
GCF_002021735.2	Primary Assembly	Un			MPKV02000369.1	Chromosome		NW_022262014.1	unplaced-scaffold	119902			scaffold67
GCF_002021735.2	Primary Assembly	Un			MPKV02000370.1	Chromosome		NW_022262644.1	unplaced-scaffold	119607			scaffold699
GCF_002021735.2	Primary Assembly	Un			MPKV02000371.1	Chromosome		NW_022262417.1	unplaced-scaffold	119524			scaffold472
GCF_002021735.2	Primary Assembly	Un			MPKV02000372.1	Chromosome		NW_022262643.1	unplaced-scaffold	119462			scaffold698
GCF_002021735.2	Primary Assembly	Un			MPKV02000374.1	Chromosome		NW_022261987.1	unplaced-scaffold	118756			scaffold40
GCF_002021735.2	Primary Assembly	Un			MPKV02000376.1	Chromosome		NW_022262540.1	unplaced-scaffold	116829			scaffold595
GCF_002021735.2	Primary Assembly	Un			MPKV02000377.1	Chromosome		NW_022262352.1	unplaced-scaffold	116606			scaffold407
GCF_002021735.2	Primary Assembly	Un			MPKV02000379.1	Chromosome		NW_022262389.1	unplaced-scaffold	115667			scaffold444
GCF_002021735.2	Primary Assembly	Un			MPKV02000383.1	Chromosome		NW_022262663.1	unplaced-scaffold	114355			scaffold718
GCF_002021735.2	Primary Assembly	Un			MPKV02000384.1	Chromosome		NW_022262414.1	unplaced-scaffold	113405			scaffold469
GCF_002021735.2	Primary Assembly	Un			MPKV02000386.1	Chromosome		NW_022262573.1	unplaced-scaffold	112747			scaffold628
GCF_002021735.2	Primary Assembly	Un			MPKV02000387.1	Chromosome		NW_022262513.1	unplaced-scaffold	112280			scaffold568
GCF_002021735.2	Primary Assembly	Un			MPKV02000389.1	Chromosome		NW_022262468.1	unplaced-scaffold	111638			scaffold523
GCF_002021735.2	Primary Assembly	Un			MPKV02000390.1	Chromosome		NW_022262025.1	unplaced-scaffold	110721			scaffold78
GCF_002021735.2	Primary Assembly	Un			MPKV02000391.1	Chromosome		NW_022262406.1	unplaced-scaffold	110470			scaffold461
GCF_002021735.2	Primary Assembly	Un			MPKV02000392.1	Chromosome		NW_022262437.1	unplaced-scaffold	110381			scaffold492
GCF_002021735.2	Primary Assembly	Un			MPKV02000394.1	Chromosome		NW_022262608.1	unplaced-scaffold	109227			scaffold663
GCF_002021735.2	Primary Assembly	Un			MPKV02000395.1	Chromosome		NW_022262422.1	unplaced-scaffold	108978			scaffold477
GCF_002021735.2	Primary Assembly	Un			MPKV02000397.1	Chromosome		NW_022262610.1	unplaced-scaffold	108301			scaffold665
GCF_002021735.2	Primary Assembly	Un			MPKV02000398.1	Chromosome		NW_022262593.1	unplaced-scaffold	108095			scaffold648
GCF_002021735.2	Primary Assembly	Un			MPKV02000399.1	Chromosome		NW_022262094.1	unplaced-scaffold	107475			scaffold147
GCF_002021735.2	Primary Assembly	Un			MPKV02000403.1	Chromosome		NW_022262671.1	unplaced-scaffold	102080			scaffold726
GCF_002021735.2	Primary Assembly	Un			MPKV02000405.1	Chromosome		NW_022262125.1	unplaced-scaffold	100938			scaffold178
GCF_002021735.2	Primary Assembly	Un			MPKV02000406.1	Chromosome		NW_022262654.1	unplaced-scaffold	100218			scaffold709
GCF_002021735.2	Primary Assembly	Un			MPKV02000408.1	Chromosome		NW_022262521.1	unplaced-scaffold	97949			scaffold576
GCF_002021735.2	Primary Assembly	Un			MPKV02000409.1	Chromosome		NW_022262307.1	unplaced-scaffold	97474			scaffold362
GCF_002021735.2	Primary Assembly	Un			MPKV02000410.1	Chromosome		NW_022262076.1	unplaced-scaffold	97163			scaffold129
GCF_002021735.2	Primary Assembly	Un			MPKV02000414.1	Chromosome		NW_022262112.1	unplaced-scaffold	93791			scaffold165
GCF_002021735.2	Primary Assembly	Un			MPKV02000415.1	Chromosome		NW_022262491.1	unplaced-scaffold	93560			scaffold546
GCF_002021735.2	Primary Assembly	Un			MPKV02000416.1	Chromosome		NW_022262373.1	unplaced-scaffold	92036			scaffold428
GCF_002021735.2	Primary Assembly	Un			MPKV02000417.1	Chromosome		NW_022262459.1	unplaced-scaffold	91811			scaffold514
GCF_002021735.2	Primary Assembly	Un			MPKV02000418.1	Chromosome		NW_022262658.1	unplaced-scaffold	90576			scaffold713
GCF_002021735.2	Primary Assembly	Un			MPKV02000420.1	Chromosome		NW_022262567.1	unplaced-scaffold	89291			scaffold622
GCF_002021735.2	Primary Assembly	Un			MPKV02000422.1	Chromosome		NW_022262542.1	unplaced-scaffold	88173			scaffold597
GCF_002021735.2	Primary Assembly	Un			MPKV02000424.1	Chromosome		NW_022262313.1	unplaced-scaffold	87110			scaffold368
GCF_002021735.2	Primary Assembly	Un			MPKV02000427.1	Chromosome		NW_022262002.1	unplaced-scaffold	85281			scaffold55
GCF_002021735.2	Primary Assembly	Un			MPKV02000429.1	Chromosome		NW_022262032.1	unplaced-scaffold	84007			scaffold85
GCF_002021735.2	Primary Assembly	Un			MPKV02000430.1	Chromosome		NW_022262340.1	unplaced-scaffold	83736			scaffold395
GCF_002021735.2	Primary Assembly	Un			MPKV02000431.1	Chromosome		NW_022262423.1	unplaced-scaffold	83323			scaffold478
GCF_002021735.2	Primary Assembly	Un			MPKV02000434.1	Chromosome		NW_022262089.1	unplaced-scaffold	82309			scaffold142
GCF_002021735.2	Primary Assembly	Un			MPKV02000436.1	Chromosome		NW_022262396.1	unplaced-scaffold	81541			scaffold451
GCF_002021735.2	Primary Assembly	Un			MPKV02000438.1	Chromosome		NW_022262005.1	unplaced-scaffold	80650			scaffold58
GCF_002021735.2	Primary Assembly	Un			MPKV02000439.1	Chromosome		NW_022262670.1	unplaced-scaffold	80294			scaffold725
GCF_002021735.2	Primary Assembly	Un			MPKV02000440.1	Chromosome		NW_022262316.1	unplaced-scaffold	80276			scaffold371
GCF_002021735.2	Primary Assembly	Un			MPKV02000441.1	Chromosome		NW_022262122.1	unplaced-scaffold	80222			scaffold175
GCF_002021735.2	Primary Assembly	Un			MPKV02000443.1	Chromosome		NW_022262571.1	unplaced-scaffold	79304			scaffold626
GCF_002021735.2	Primary Assembly	Un			MPKV02000445.1	Chromosome		NW_022262475.1	unplaced-scaffold	78870			scaffold530
GCF_002021735.2	Primary Assembly	Un			MPKV02000446.1	Chromosome		NW_022262020.1	unplaced-scaffold	78499			scaffold73
GCF_002021735.2	Primary Assembly	Un			MPKV02000447.1	Chromosome		NW_022262327.1	unplaced-scaffold	78315			scaffold382
GCF_002021735.2	Primary Assembly	Un			MPKV02000448.1	Chromosome		NW_022262655.1	unplaced-scaffold	78182			scaffold710
GCF_002021735.2	Primary Assembly	Un			MPKV02000449.1	Chromosome		NW_022262387.1	unplaced-scaffold	77924			scaffold442
GCF_002021735.2	Primary Assembly	Un			MPKV02000450.1	Chromosome		NW_022262430.1	unplaced-scaffold	77102			scaffold485
GCF_002021735.2	Primary Assembly	Un			MPKV02000452.1	Chromosome		NW_022262527.1	unplaced-scaffold	76446			scaffold582
GCF_002021735.2	Primary Assembly	Un			MPKV02000453.1	Chromosome		NW_022262590.1	unplaced-scaffold	76225			scaffold645
GCF_002021735.2	Primary Assembly	Un			MPKV02000455.1	Chromosome		NW_022262565.1	unplaced-scaffold	75471			scaffold620
GCF_002021735.2	Primary Assembly	Un			MPKV02000456.1	Chromosome		NW_022262065.1	unplaced-scaffold	75384			scaffold118
GCF_002021735.2	Primary Assembly	Un			MPKV02000457.1	Chromosome		NW_022262544.1	unplaced-scaffold	75346			scaffold599
GCF_002021735.2	Primary Assembly	Un			MPKV02000458.1	Chromosome		NW_022262342.1	unplaced-scaffold	74273			scaffold397
GCF_002021735.2	Primary Assembly	Un			MPKV02000459.1	Chromosome		NW_022262370.1	unplaced-scaffold	74114			scaffold425
GCF_002021735.2	Primary Assembly	Un			MPKV02000460.1	Chromosome		NW_022262050.1	unplaced-scaffold	74085			scaffold103
GCF_002021735.2	Primary Assembly	Un			MPKV02000461.1	Chromosome		NW_022262036.1	unplaced-scaffold	74032			scaffold89
GCF_002021735.2	Primary Assembly	Un			MPKV02000463.1	Chromosome		NW_022262127.1	unplaced-scaffold	72904			scaffold180
GCF_002021735.2	Primary Assembly	Un			MPKV02000465.1	Chromosome		NW_022262566.1	unplaced-scaffold	71976			scaffold621
GCF_002021735.2	Primary Assembly	Un			MPKV02000467.1	Chromosome		NW_022262330.1	unplaced-scaffold	71666			scaffold385
GCF_002021735.2	Primary Assembly	Un			MPKV02000468.1	Chromosome		NW_022262467.1	unplaced-scaffold	71475			scaffold522
GCF_002021735.2	Primary Assembly	Un			MPKV02000469.1	Chromosome		NW_022262033.1	unplaced-scaffold	71199			scaffold86
GCF_002021735.2	Primary Assembly	Un			MPKV02000470.1	Chromosome		NW_022262603.1	unplaced-scaffold	70632			scaffold658
GCF_002021735.2	Primary Assembly	Un			MPKV02000471.1	Chromosome		NW_022262432.1	unplaced-scaffold	70420			scaffold487
GCF_002021735.2	Primary Assembly	Un			MPKV02000472.1	Chromosome		NW_022262620.1	unplaced-scaffold	70075			scaffold675
GCF_002021735.2	Primary Assembly	Un			MPKV02000473.1	Chromosome		NW_022262588.1	unplaced-scaffold	69457			scaffold643
GCF_002021735.2	Primary Assembly	Un			MPKV02000474.1	Chromosome		NW_022262084.1	unplaced-scaffold	68581			scaffold137
GCF_002021735.2	Primary Assembly	Un			MPKV02000475.1	Chromosome		NW_022262119.1	unplaced-scaffold	68400			scaffold172
GCF_002021735.2	Primary Assembly	Un			MPKV02000476.1	Chromosome		NW_022262668.1	unplaced-scaffold	68069			scaffold723
GCF_002021735.2	Primary Assembly	Un			MPKV02000477.1	Chromosome		NW_022262428.1	unplaced-scaffold	67610			scaffold483
GCF_002021735.2	Primary Assembly	Un			MPKV02000478.1	Chromosome		NW_022262530.1	unplaced-scaffold	67399			scaffold585
GCF_002021735.2	Primary Assembly	Un			MPKV02000479.1	Chromosome		NW_022262365.1	unplaced-scaffold	67248			scaffold420
GCF_002021735.2	Primary Assembly	Un			MPKV02000480.1	Chromosome		NW_022262589.1	unplaced-scaffold	67246			scaffold644
GCF_002021735.2	Primary Assembly	Un			MPKV02000481.1	Chromosome		NW_022262331.1	unplaced-scaffold	67166			scaffold386
GCF_002021735.2	Primary Assembly	Un			MPKV02000482.1	Chromosome		NW_022262377.1	unplaced-scaffold	66584			scaffold432
GCF_002021735.2	Primary Assembly	Un			MPKV02000483.1	Chromosome		NW_022262424.1	unplaced-scaffold	66451			scaffold479
GCF_002021735.2	Primary Assembly	Un			MPKV02000484.1	Chromosome		NW_022262381.1	unplaced-scaffold	66412			scaffold436
GCF_002021735.2	Primary Assembly	Un			MPKV02000485.1	Chromosome		NW_022262575.1	unplaced-scaffold	65750			scaffold630
GCF_002021735.2	Primary Assembly	Un			MPKV02000486.1	Chromosome		NW_022262051.1	unplaced-scaffold	65464			scaffold104
GCF_002021735.2	Primary Assembly	Un			MPKV02000487.1	Chromosome		NW_022262026.1	unplaced-scaffold	65278			scaffold79
GCF_002021735.2	Primary Assembly	Un			MPKV02000488.1	Chromosome		NW_022262570.1	unplaced-scaffold	64433			scaffold625
GCF_002021735.2	Primary Assembly	Un			MPKV02000489.1	Chromosome		NW_022262115.1	unplaced-scaffold	64394			scaffold168
GCF_002021735.2	Primary Assembly	Un			MPKV02000491.1	Chromosome		NW_022262351.1	unplaced-scaffold	64109			scaffold406
GCF_002021735.2	Primary Assembly	Un			MPKV02000493.1	Chromosome		NW_022262543.1	unplaced-scaffold	63291			scaffold598
GCF_002021735.2	Primary Assembly	Un			MPKV02000494.1	Chromosome		NW_022262525.1	unplaced-scaffold	62625			scaffold580
GCF_002021735.2	Primary Assembly	Un			MPKV02000495.1	Chromosome		NW_022262526.1	unplaced-scaffold	62521			scaffold581
GCF_002021735.2	Primary Assembly	Un			MPKV02000496.1	Chromosome		NW_022262081.1	unplaced-scaffold	62216			scaffold134
GCF_002021735.2	Primary Assembly	Un			MPKV02000497.1	Chromosome		NW_022262476.1	unplaced-scaffold	61979			scaffold531
GCF_002021735.2	Primary Assembly	Un			MPKV02000499.1	Chromosome		NW_022262420.1	unplaced-scaffold	61459			scaffold475
GCF_002021735.2	Primary Assembly	Un			MPKV02000500.1	Chromosome		NW_022262438.1	unplaced-scaffold	61095			scaffold493
GCF_002021735.2	Primary Assembly	Un			MPKV02000501.1	Chromosome		NW_022262332.1	unplaced-scaffold	60608			scaffold387
GCF_002021735.2	Primary Assembly	Un			MPKV02000502.1	Chromosome		NW_022262006.1	unplaced-scaffold	60492			scaffold59
GCF_002021735.2	Primary Assembly	Un			MPKV02000504.1	Chromosome		NW_022262442.1	unplaced-scaffold	60409			scaffold497
GCF_002021735.2	Primary Assembly	Un			MPKV02000505.1	Chromosome		NW_022262636.1	unplaced-scaffold	60188			scaffold691
GCF_002021735.2	Primary Assembly	Un			MPKV02000507.1	Chromosome		NW_022262062.1	unplaced-scaffold	59699			scaffold115
GCF_002021735.2	Primary Assembly	Un			MPKV02000508.1	Chromosome		NW_022262037.1	unplaced-scaffold	59105			scaffold90
GCF_002021735.2	Primary Assembly	Un			MPKV02000510.1	Chromosome		NW_022262071.1	unplaced-scaffold	59030			scaffold124
GCF_002021735.2	Primary Assembly	Un			MPKV02000511.1	Chromosome		NW_022262121.1	unplaced-scaffold	58959			scaffold174
GCF_002021735.2	Primary Assembly	Un			MPKV02000514.1	Chromosome		NW_022262310.1	unplaced-scaffold	58340			scaffold365
GCF_002021735.2	Primary Assembly	Un			MPKV02000515.1	Chromosome		NW_022262114.1	unplaced-scaffold	58171			scaffold167
