Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000034.1	Chromosome		NW_024570434.1	unplaced-scaffold	55149			ctg1183
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000035.1	Chromosome		NW_024570888.1	unplaced-scaffold	11244			ctg528
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000036.1	Chromosome		NW_024570845.1	unplaced-scaffold	20604			ctg466
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000037.1	Chromosome		NW_024570982.1	unplaced-scaffold	15226			ctg656
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000038.1	Chromosome		NW_024570528.1	unplaced-scaffold	4213			ctg1312
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000039.1	Chromosome		NW_024570817.1	unplaced-scaffold	22716			ctg434
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000040.1	Chromosome		NW_024570472.1	unplaced-scaffold	6258			ctg1232
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000041.1	Chromosome		NW_024570526.1	unplaced-scaffold	18641			ctg1310
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000042.1	Chromosome		NW_024570844.1	unplaced-scaffold	19704			ctg465
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000043.1	Chromosome		NW_024570896.1	unplaced-scaffold	18680			ctg540
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000044.1	Chromosome		NW_024571046.1	unplaced-scaffold	13869			ctg742
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000045.1	Chromosome		NW_024570542.1	unplaced-scaffold	4076			ctg1327
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000046.1	Chromosome		NW_024570304.1	unplaced-scaffold	9111			ctg1007
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000047.1	Chromosome		NW_024571069.1	unplaced-scaffold	12530			ctg780
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000048.1	Chromosome		NW_024571178.1	unplaced-scaffold	4484			ctg968
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000049.1	Chromosome		NW_024570504.1	unplaced-scaffold	6941			ctg1279
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000050.1	Chromosome		NW_024570895.1	unplaced-scaffold	10527			ctg538
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000051.1	Chromosome		NW_024571165.1	unplaced-scaffold	9897			ctg943
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000052.1	Chromosome		NW_024570756.1	unplaced-scaffold	27562			ctg352
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000053.1	Chromosome		NW_024570398.1	unplaced-scaffold	6898			ctg1132
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000054.1	Chromosome		NW_024570781.1	unplaced-scaffold	25070			ctg388
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000055.1	Chromosome		NW_024570934.1	unplaced-scaffold	32578			ctg591
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000056.1	Chromosome		NW_024570480.1	unplaced-scaffold	6898			ctg1241
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000057.1	Chromosome		NW_024570995.1	unplaced-scaffold	14736			ctg672
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000058.1	Chromosome		NW_024570492.1	unplaced-scaffold	6850			ctg1261
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000059.1	Chromosome		NW_024570342.1	unplaced-scaffold	8788			ctg1057
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000060.1	Chromosome		NW_024570380.1	unplaced-scaffold	10178			ctg1107
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000061.1	Chromosome		NW_024570590.1	unplaced-scaffold	5653			ctg1398
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000062.1	Chromosome		NW_024570355.1	unplaced-scaffold	29525			ctg1072
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000063.1	Chromosome		NW_024570928.1	unplaced-scaffold	21408			ctg584
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000064.1	Chromosome		NW_024570623.1	unplaced-scaffold	8533			ctg1439
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000065.1	Chromosome		NW_024570774.1	unplaced-scaffold	25297			ctg380
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000066.1	Chromosome		NW_024570624.1	unplaced-scaffold	7944			ctg1441
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000067.1	Chromosome		NW_024570351.1	unplaced-scaffold	8769			ctg1068
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000068.1	Chromosome		NW_024570728.1	unplaced-scaffold	23956			ctg308
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000069.1	Chromosome		NW_024570405.1	unplaced-scaffold	5487			ctg1140
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000070.1	Chromosome		NW_024570354.1	unplaced-scaffold	6287			ctg1071
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000071.1	Chromosome		NW_024571117.1	unplaced-scaffold	10580			ctg861
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000072.1	Chromosome		NW_024570656.1	unplaced-scaffold	69314			ctg202
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000073.1	Chromosome		NW_024570675.1	unplaced-scaffold	57427			ctg242
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000074.1	Chromosome		NW_024570680.1	unplaced-scaffold	20345			ctg250
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000075.1	Chromosome		NW_024570964.1	unplaced-scaffold	16212			ctg633
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000076.1	Chromosome		NW_024570391.1	unplaced-scaffold	7153			ctg1124
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000077.1	Chromosome		NW_024571001.1	unplaced-scaffold	14834			ctg679
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000078.1	Chromosome		NW_024571072.1	unplaced-scaffold	12437			ctg783
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000079.1	Chromosome		NW_024570739.1	unplaced-scaffold	30573			ctg330
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000080.1	Chromosome		NW_024571028.1	unplaced-scaffold	13517			ctg717
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000081.1	Chromosome		NW_024570707.1	unplaced-scaffold	31488			ctg284
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000082.1	Chromosome		NW_024570974.1	unplaced-scaffold	7118			ctg645
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000083.1	Chromosome		NW_024570361.1	unplaced-scaffold	6409			ctg1081
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000084.1	Chromosome		NW_024570628.1	unplaced-scaffold	25417			ctg1445
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000085.1	Chromosome		NW_024570585.1	unplaced-scaffold	6730			ctg1391
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000086.1	Chromosome		NW_024570956.1	unplaced-scaffold	15526			ctg625
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000087.1	Chromosome		NW_024570634.1	unplaced-scaffold	119563			ctg160
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000088.1	Chromosome		NW_024570324.1	unplaced-scaffold	9169			ctg1034
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000089.1	Chromosome		NW_024570800.1	unplaced-scaffold	18628			ctg412
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000090.1	Chromosome		NW_024570506.1	unplaced-scaffold	7441			ctg1282
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000091.1	Chromosome		NW_024570456.1	unplaced-scaffold	5577			ctg1209
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000092.1	Chromosome		NW_024570448.1	unplaced-scaffold	6386			ctg1198
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000093.1	Chromosome		NW_024570851.1	unplaced-scaffold	20737			ctg475
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000094.1	Chromosome		NW_024571148.1	unplaced-scaffold	6663			ctg919
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000095.1	Chromosome		NW_024570700.1	unplaced-scaffold	38400			ctg275
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000096.1	Chromosome		NW_024570305.1	unplaced-scaffold	8412			ctg1008
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000097.1	Chromosome		NW_024570554.1	unplaced-scaffold	6633			ctg1344
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000098.1	Chromosome		NW_024570770.1	unplaced-scaffold	11208			ctg373
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000099.1	Chromosome		NW_024571137.1	unplaced-scaffold	10554			ctg897
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000100.1	Chromosome		NW_024570545.1	unplaced-scaffold	5542			ctg1330
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000101.1	Chromosome		NW_024570445.1	unplaced-scaffold	6982			ctg1194
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000102.1	Chromosome		NW_024570632.1	unplaced-scaffold	167798			ctg153
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000103.1	Chromosome		NW_024571065.1	unplaced-scaffold	12595			ctg775
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000104.1	Chromosome		NW_024571115.1	unplaced-scaffold	5886			ctg857
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000105.1	Chromosome		NW_024570946.1	unplaced-scaffold	16261			ctg610
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000106.1	Chromosome		NW_024570536.1	unplaced-scaffold	5767			ctg1320
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000107.1	Chromosome		NW_024570885.1	unplaced-scaffold	19103			ctg524
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000108.1	Chromosome		NW_024570786.1	unplaced-scaffold	24824			ctg395
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000109.1	Chromosome		NW_024570384.1	unplaced-scaffold	39323			ctg1113
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000110.1	Chromosome		NW_024570714.1	unplaced-scaffold	34478			ctg291
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000111.1	Chromosome		NW_024570364.1	unplaced-scaffold	3867			ctg1084
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000112.1	Chromosome		NW_024570515.1	unplaced-scaffold	4630			ctg1296
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000113.1	Chromosome		NW_024571017.1	unplaced-scaffold	11724			ctg701
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000114.1	Chromosome		NW_024570588.1	unplaced-scaffold	7330			ctg1394
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000115.1	Chromosome		NW_024570631.1	unplaced-scaffold	180382			ctg150
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000116.1	Chromosome		NW_024570768.1	unplaced-scaffold	33894			ctg371
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000117.1	Chromosome		NW_024570527.1	unplaced-scaffold	36904			ctg1311
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000118.1	Chromosome		NW_024570702.1	unplaced-scaffold	46632			ctg277
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000119.1	Chromosome		NW_024570429.1	unplaced-scaffold	6898			ctg1176
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000120.1	Chromosome		NW_024570482.1	unplaced-scaffold	6927			ctg1243
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000121.1	Chromosome		NW_024570858.1	unplaced-scaffold	18698			ctg484
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000122.1	Chromosome		NW_024570652.1	unplaced-scaffold	68505			ctg192
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000123.1	Chromosome		NW_024570943.1	unplaced-scaffold	16047			ctg606
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000124.1	Chromosome		NW_024570461.1	unplaced-scaffold	4541			ctg1215
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000125.1	Chromosome		NW_024571134.1	unplaced-scaffold	10976			ctg893
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000126.1	Chromosome		NW_024571084.1	unplaced-scaffold	10586			ctg802
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000127.1	Chromosome		NW_024570930.1	unplaced-scaffold	16748			ctg586
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000128.1	Chromosome		NW_024571174.1	unplaced-scaffold	12550			ctg961
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000129.1	Chromosome		NW_024571180.1	unplaced-scaffold	7731			ctg970
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000130.1	Chromosome		NW_024570551.1	unplaced-scaffold	6642			ctg1338
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000131.1	Chromosome		NW_024570397.1	unplaced-scaffold	6936			ctg1131
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000132.1	Chromosome		NW_024570727.1	unplaced-scaffold	30945			ctg307
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000133.1	Chromosome		NW_024571083.1	unplaced-scaffold	12374			ctg799
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000134.1	Chromosome		NW_024570413.1	unplaced-scaffold	6889			ctg1152
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000135.1	Chromosome		NW_024570784.1	unplaced-scaffold	30378			ctg393
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000136.1	Chromosome		NW_024570919.1	unplaced-scaffold	17573			ctg571
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000137.1	Chromosome		NW_024571067.1	unplaced-scaffold	12830			ctg778
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000138.1	Chromosome		NW_024570862.1	unplaced-scaffold	20462			ctg491
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000139.1	Chromosome		NW_024570814.1	unplaced-scaffold	47635			ctg427
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000140.1	Chromosome		NW_024570704.1	unplaced-scaffold	23992			ctg279
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000141.1	Chromosome		NW_024571135.1	unplaced-scaffold	11504			ctg895
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000142.1	Chromosome		NW_024570874.1	unplaced-scaffold	18514			ctg506
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000143.1	Chromosome		NW_024570976.1	unplaced-scaffold	15964			ctg648
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000144.1	Chromosome		NW_024570939.1	unplaced-scaffold	107340			ctg601
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000145.1	Chromosome		NW_024570369.1	unplaced-scaffold	18989			ctg1091
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000146.1	Chromosome		NW_024570908.1	unplaced-scaffold	17030			ctg557
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000147.1	Chromosome		NW_024570913.1	unplaced-scaffold	18780			ctg563
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000148.1	Chromosome		NW_024571190.1	unplaced-scaffold	20182			ctg979
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000149.1	Chromosome		NW_024570449.1	unplaced-scaffold	6542			ctg1199
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000150.1	Chromosome		NW_024570464.1	unplaced-scaffold	9181			ctg1218
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000151.1	Chromosome		NW_024570810.1	unplaced-scaffold	62526			ctg423
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000152.1	Chromosome		NW_024571183.1	unplaced-scaffold	7278			ctg973
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000153.1	Chromosome		NW_024570320.1	unplaced-scaffold	8860			ctg1029
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000154.1	Chromosome		NW_024570813.1	unplaced-scaffold	52278			ctg426
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000155.1	Chromosome		NW_024570592.1	unplaced-scaffold	6311			ctg1401
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000156.1	Chromosome		NW_024570564.1	unplaced-scaffold	347877			ctg136
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000157.1	Chromosome		NW_024570861.1	unplaced-scaffold	19786			ctg489
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000158.1	Chromosome		NW_024570797.1	unplaced-scaffold	24562			ctg408
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000159.1	Chromosome		NW_024570834.1	unplaced-scaffold	21871			ctg456
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000160.1	Chromosome		NW_024571022.1	unplaced-scaffold	21944			ctg709
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000161.1	Chromosome		NW_024570309.1	unplaced-scaffold	9270			ctg1015
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000162.1	Chromosome		NW_024571191.1	unplaced-scaffold	11276			ctg982
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000163.1	Chromosome		NW_024571127.1	unplaced-scaffold	10827			ctg879
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000164.1	Chromosome		NW_024571053.1	unplaced-scaffold	27108			ctg753
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000165.1	Chromosome		NW_024570306.1	unplaced-scaffold	9510			ctg1009
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000166.1	Chromosome		NW_024570765.1	unplaced-scaffold	20482			ctg367
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000167.1	Chromosome		NW_024570353.1	unplaced-scaffold	7812			ctg1070
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000168.1	Chromosome		NW_024570649.1	unplaced-scaffold	61770			ctg187
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000169.1	Chromosome		NW_024571073.1	unplaced-scaffold	5358			ctg784
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000170.1	Chromosome		NW_024570420.1	unplaced-scaffold	2804			ctg1160
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000171.1	Chromosome		NW_024571162.1	unplaced-scaffold	30819			ctg939
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000172.1	Chromosome		NW_024570724.1	unplaced-scaffold	32155			ctg304
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000173.1	Chromosome		NW_024570778.1	unplaced-scaffold	23739			ctg385
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000174.1	Chromosome		NW_024570318.1	unplaced-scaffold	9139			ctg1027
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000175.1	Chromosome		NW_024571110.1	unplaced-scaffold	8379			ctg848
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000176.1	Chromosome		NW_024570316.1	unplaced-scaffold	5583			ctg1025
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000177.1	Chromosome		NW_024570835.1	unplaced-scaffold	21850			ctg457
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000178.1	Chromosome		NW_024571123.1	unplaced-scaffold	20284			ctg870
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000179.1	Chromosome		NW_024570345.1	unplaced-scaffold	8964			ctg1061
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000180.1	Chromosome		NW_024570639.1	unplaced-scaffold	84495			ctg170
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000181.1	Chromosome		NW_024570438.1	unplaced-scaffold	6899			ctg1187
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000182.1	Chromosome		NW_024570514.1	unplaced-scaffold	6994			ctg1295
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000183.1	Chromosome		NW_024570451.1	unplaced-scaffold	6747			ctg1203
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000184.1	Chromosome		NW_024570738.1	unplaced-scaffold	60547			ctg328
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000185.1	Chromosome		NW_024570721.1	unplaced-scaffold	35627			ctg301
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000186.1	Chromosome		NW_024570705.1	unplaced-scaffold	42776			ctg280
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000187.1	Chromosome		NW_024570529.1	unplaced-scaffold	6898			ctg1313
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000188.1	Chromosome		NW_024571008.1	unplaced-scaffold	14480			ctg689
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000189.1	Chromosome		NW_024570892.1	unplaced-scaffold	22704			ctg534
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000190.1	Chromosome		NW_024570708.1	unplaced-scaffold	29281			ctg285
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000191.1	Chromosome		NW_024570613.1	unplaced-scaffold	17253			ctg1427
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000192.1	Chromosome		NW_024570641.1	unplaced-scaffold	96204			ctg174
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000193.1	Chromosome		NW_024570437.1	unplaced-scaffold	3861			ctg1186
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000194.1	Chromosome		NW_024570605.1	unplaced-scaffold	26656			ctg1419
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000195.1	Chromosome		NW_024570627.1	unplaced-scaffold	11272			ctg1444
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000196.1	Chromosome		NW_024571122.1	unplaced-scaffold	11174			ctg869
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000197.1	Chromosome		NW_024570453.1	unplaced-scaffold	6918			ctg1205
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000198.1	Chromosome		NW_024570498.1	unplaced-scaffold	6743			ctg1271
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000199.1	Chromosome		NW_024570503.1	unplaced-scaffold	6899			ctg1278
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000200.1	Chromosome		NW_024570994.1	unplaced-scaffold	14592			ctg670
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000201.1	Chromosome		NW_024570766.1	unplaced-scaffold	21654			ctg369
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000202.1	Chromosome		NW_024571040.1	unplaced-scaffold	10748			ctg734
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000203.1	Chromosome		NW_024570570.1	unplaced-scaffold	6642			ctg1372
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000204.1	Chromosome		NW_024570500.1	unplaced-scaffold	4040			ctg1274
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000205.1	Chromosome		NW_024570317.1	unplaced-scaffold	10145			ctg1026
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000206.1	Chromosome		NW_024570441.1	unplaced-scaffold	9222			ctg1190
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000207.1	Chromosome		NW_024570596.1	unplaced-scaffold	6159			ctg1407
GCF_018345385.1	Primary Assembly	Un			JADWOQ010000208.1	Chromosome		NW_024570406.1	unplaced-scaffold	7152			ctg1142
