Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_005239225.2	Primary Assembly	Un			RCHU02000030.1	Chromosome		NW_027340124.1	unplaced-scaffold	26999			scaf119
GCA_005239225.2	Primary Assembly	Un			RCHU02000031.1	Chromosome		NW_027340125.1	unplaced-scaffold	26556			scaf120
GCA_005239225.2	Primary Assembly	Un			RCHU02000032.1	Chromosome		NW_027340126.1	unplaced-scaffold	30900			scaf122
GCA_005239225.2	Primary Assembly	Un			RCHU02000033.1	Chromosome		NW_027340127.1	unplaced-scaffold	30020			scaf123
GCA_005239225.2	Primary Assembly	Un			RCHU02000034.1	Chromosome		NW_027340128.1	unplaced-scaffold	25911			scaf124
GCA_005239225.2	Primary Assembly	Un			RCHU02000035.1	Chromosome		NW_027340129.1	unplaced-scaffold	36991			scaf127
GCA_005239225.2	Primary Assembly	Un			RCHU02000036.1	Chromosome		NW_027340130.1	unplaced-scaffold	25115			scaf129
GCA_005239225.2	Primary Assembly	Un			RCHU02000037.1	Chromosome		NW_027340131.1	unplaced-scaffold	1744723			scaf18
GCA_005239225.2	Primary Assembly	Un			RCHU02000038.1	Chromosome		NW_027340132.1	unplaced-scaffold	41999			scaf243
GCA_005239225.2	Primary Assembly	Un			RCHU02000039.1	Chromosome		NW_027340133.1	unplaced-scaffold	23109			scaf247
GCA_005239225.2	Primary Assembly	Un			RCHU02000040.1	Chromosome		NW_027340134.1	unplaced-scaffold	23005			scaf248
GCA_005239225.2	Primary Assembly	Un			RCHU02000041.1	Chromosome		NW_027340135.1	unplaced-scaffold	22940			scaf249
GCA_005239225.2	Primary Assembly	Un			RCHU02000042.1	Chromosome		NW_027340136.1	unplaced-scaffold	22672			scaf250
GCA_005239225.2	Primary Assembly	Un			RCHU02000043.1	Chromosome		NW_027340137.1	unplaced-scaffold	22645			scaf251
GCA_005239225.2	Primary Assembly	Un			RCHU02000044.1	Chromosome		NW_027340138.1	unplaced-scaffold	34959			scaf252
GCA_005239225.2	Primary Assembly	Un			RCHU02000045.1	Chromosome		NW_027340139.1	unplaced-scaffold	22026			scaf253
GCA_005239225.2	Primary Assembly	Un			RCHU02000046.1	Chromosome		NW_027340140.1	unplaced-scaffold	22007			scaf254
GCA_005239225.2	Primary Assembly	Un			RCHU02000047.1	Chromosome		NW_027340141.1	unplaced-scaffold	21981			scaf255
GCA_005239225.2	Primary Assembly	Un			RCHU02000048.1	Chromosome		NW_027340142.1	unplaced-scaffold	22577			scaf266
GCA_005239225.2	Primary Assembly	Un			RCHU02000049.1	Chromosome		NW_027340143.1	unplaced-scaffold	37995			scaf267
GCA_005239225.2	Primary Assembly	Un			RCHU02000050.1	Chromosome		NW_027340144.1	unplaced-scaffold	19241			scaf268
GCA_005239225.2	Primary Assembly	Un			RCHU02000051.1	Chromosome		NW_027340145.1	unplaced-scaffold	24000			scaf272
GCA_005239225.2	Primary Assembly	Un			RCHU02000052.1	Chromosome		NW_027340146.1	unplaced-scaffold	18911			scaf273
GCA_005239225.2	Primary Assembly	Un			RCHU02000053.1	Chromosome		NW_027340147.1	unplaced-scaffold	29947			scaf280
GCA_005239225.2	Primary Assembly	Un			RCHU02000054.1	Chromosome		NW_027340148.1	unplaced-scaffold	27275			scaf282
GCA_005239225.2	Primary Assembly	Un			RCHU02000055.1	Chromosome		NW_027340149.1	unplaced-scaffold	32210			scaf283
GCA_005239225.2	Primary Assembly	Un			RCHU02000056.1	Chromosome		NW_027340150.1	unplaced-scaffold	40150			scaf285
GCA_005239225.2	Primary Assembly	Un			RCHU02000057.1	Chromosome		NW_027340151.1	unplaced-scaffold	16978			scaf286
GCA_005239225.2	Primary Assembly	Un			RCHU02000058.1	Chromosome		NW_027340152.1	unplaced-scaffold	16782			scaf287
GCA_005239225.2	Primary Assembly	Un			RCHU02000059.1	Chromosome		NW_027340153.1	unplaced-scaffold	15790			scaf293
GCA_005239225.2	Primary Assembly	Un			RCHU02000060.1	Chromosome		NW_027340154.1	unplaced-scaffold	15502			scaf294
GCA_005239225.2	Primary Assembly	Un			RCHU02000061.1	Chromosome		NW_027340155.1	unplaced-scaffold	15438			scaf295
GCA_005239225.2	Primary Assembly	Un			RCHU02000062.1	Chromosome		NW_027340156.1	unplaced-scaffold	14985			scaf297
GCA_005239225.2	Primary Assembly	Un			RCHU02000063.1	Chromosome		NW_027340157.1	unplaced-scaffold	26905			scaf299
GCA_005239225.2	Primary Assembly	Un			RCHU02000064.1	Chromosome		NW_027340158.1	unplaced-scaffold	14744			scaf301
GCA_005239225.2	Primary Assembly	Un			RCHU02000065.1	Chromosome		NW_027340159.1	unplaced-scaffold	30981			scaf308
GCA_005239225.2	Primary Assembly	Un			RCHU02000066.1	Chromosome		NW_027340160.1	unplaced-scaffold	13999			scaf309
GCA_005239225.2	Primary Assembly	Un			RCHU02000067.1	Chromosome		NW_027340161.1	unplaced-scaffold	13549			scaf312
GCA_005239225.2	Primary Assembly	Un			RCHU02000068.1	Chromosome		NW_027340162.1	unplaced-scaffold	21001			scaf315
GCA_005239225.2	Primary Assembly	Un			RCHU02000069.1	Chromosome		NW_027340163.1	unplaced-scaffold	13004			scaf316
GCA_005239225.2	Primary Assembly	Un			RCHU02000070.1	Chromosome		NW_027340164.1	unplaced-scaffold	24139			scaf321
GCA_005239225.2	Primary Assembly	Un			RCHU02000071.1	Chromosome		NW_027340165.1	unplaced-scaffold	16841			scaf323
GCA_005239225.2	Primary Assembly	Un			RCHU02000072.1	Chromosome		NW_027340166.1	unplaced-scaffold	12519			scaf324
GCA_005239225.2	Primary Assembly	Un			RCHU02000073.1	Chromosome		NW_027340167.1	unplaced-scaffold	11998			scaf330
GCA_005239225.2	Primary Assembly	Un			RCHU02000074.1	Chromosome		NW_027340168.1	unplaced-scaffold	11988			scaf331
GCA_005239225.2	Primary Assembly	Un			RCHU02000075.1	Chromosome		NW_027340169.1	unplaced-scaffold	11747			scaf335
GCA_005239225.2	Primary Assembly	Un			RCHU02000076.1	Chromosome		NW_027340170.1	unplaced-scaffold	23605			scaf337
GCA_005239225.2	Primary Assembly	Un			RCHU02000077.1	Chromosome		NW_027340171.1	unplaced-scaffold	11322			scaf341
GCA_005239225.2	Primary Assembly	Un			RCHU02000078.1	Chromosome		NW_027340172.1	unplaced-scaffold	21002			scaf343
GCA_005239225.2	Primary Assembly	Un			RCHU02000079.1	Chromosome		NW_027340173.1	unplaced-scaffold	10992			scaf347
GCA_005239225.2	Primary Assembly	Un			RCHU02000080.1	Chromosome		NW_027340174.1	unplaced-scaffold	9998			scaf358
GCA_005239225.2	Primary Assembly	Un			RCHU02000081.1	Chromosome		NW_027340175.1	unplaced-scaffold	9008			scaf367
GCA_005239225.2	Primary Assembly	Un			RCHU02000082.1	Chromosome		NW_027340176.1	unplaced-scaffold	8360			scaf376
GCA_005239225.2	Primary Assembly	Un			RCHU02000083.1	Chromosome		NW_027340177.1	unplaced-scaffold	15768			scaf384
GCA_005239225.2	Primary Assembly	Un			RCHU02000084.1	Chromosome		NW_027340178.1	unplaced-scaffold	13882			scaf391
GCA_005239225.2	Primary Assembly	Un			RCHU02000085.1	Chromosome		NW_027340179.1	unplaced-scaffold	6018			scaf434
GCA_005239225.2	Primary Assembly	Un			RCHU02000086.1	Chromosome		NW_027340180.1	unplaced-scaffold	5543			scaf453
GCA_005239225.2	Primary Assembly	Un			RCHU02000087.1	Chromosome		NW_027340181.1	unplaced-scaffold	67893			scaf45
GCA_005239225.2	Primary Assembly	Un			RCHU02000088.1	Chromosome		NW_027340182.1	unplaced-scaffold	5012			scaf476
GCA_005239225.2	Primary Assembly	Un			RCHU02000089.1	Chromosome		NW_027340183.1	unplaced-scaffold	4992			scaf482
GCA_005239225.2	Primary Assembly	Un			RCHU02000090.1	Chromosome		NW_027340184.1	unplaced-scaffold	9010			scaf496
GCA_005239225.2	Primary Assembly	Un			RCHU02000091.1	Chromosome		NW_027340185.1	unplaced-scaffold	72920			scaf49
GCA_005239225.2	Primary Assembly	Un			RCHU02000092.1	Chromosome		NW_027340186.1	unplaced-scaffold	52248			scaf50
GCA_005239225.2	Primary Assembly	Un			RCHU02000093.1	Chromosome		NW_027340187.1	unplaced-scaffold	75995			scaf92
GCA_005239225.2	Primary Assembly	Un			RCHU02000094.1	Chromosome		NW_027340188.1	unplaced-scaffold	45075			scaf96
GCA_005239225.2	Primary Assembly	Un			RCHU02000095.1	Chromosome		NW_027340189.1	unplaced-scaffold	37272			scaf97
GCA_005239225.2	Primary Assembly	Un			RCHU02000096.1	Chromosome		NW_027340190.1	unplaced-scaffold	37065			scaf98
GCA_005239225.2	Primary Assembly	Un			RCHU02000097.1	Chromosome		NW_027340191.1	unplaced-scaffold	35969			scaf99
GCA_005239225.2	non-nuclear	MT	385882	45	CM100101.1	Mitochondrion			assembled-molecule	861827			mit0
