Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000052.1	Chromosome			unplaced-scaffold	5124			52
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000053.1	Chromosome			unplaced-scaffold	5124			53
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000054.1	Chromosome			unplaced-scaffold	5124			54
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000055.1	Chromosome			unplaced-scaffold	5123			55
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000056.1	Chromosome			unplaced-scaffold	5123			56
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000057.1	Chromosome			unplaced-scaffold	5123			57
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000058.1	Chromosome			unplaced-scaffold	5122			58
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000059.1	Chromosome			unplaced-scaffold	5121			59
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000060.1	Chromosome			unplaced-scaffold	5118			60
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000061.1	Chromosome			unplaced-scaffold	5118			61
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000062.1	Chromosome			unplaced-scaffold	5118			62
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000063.1	Chromosome			unplaced-scaffold	5118			63
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000064.1	Chromosome			unplaced-scaffold	5118			64
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000065.1	Chromosome			unplaced-scaffold	5117			65
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000066.1	Chromosome			unplaced-scaffold	5116			66
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000067.1	Chromosome			unplaced-scaffold	5116			67
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000068.1	Chromosome			unplaced-scaffold	5115			68
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000069.1	Chromosome			unplaced-scaffold	5113			69
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000070.1	Chromosome			unplaced-scaffold	5112			70
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000071.1	Chromosome			unplaced-scaffold	5111			71
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000072.1	Chromosome			unplaced-scaffold	5111			72
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000073.1	Chromosome			unplaced-scaffold	5111			73
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000074.1	Chromosome			unplaced-scaffold	5111			74
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000075.1	Chromosome			unplaced-scaffold	5111			75
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000076.1	Chromosome			unplaced-scaffold	5110			76
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000077.1	Chromosome			unplaced-scaffold	23315			77
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000078.1	Chromosome			unplaced-scaffold	5110			78
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000079.1	Chromosome			unplaced-scaffold	5110			79
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000080.1	Chromosome			unplaced-scaffold	5109			80
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000081.1	Chromosome			unplaced-scaffold	5109			81
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000082.1	Chromosome			unplaced-scaffold	5108			82
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000083.1	Chromosome			unplaced-scaffold	5106			83
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000084.1	Chromosome			unplaced-scaffold	5106			84
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000085.1	Chromosome			unplaced-scaffold	5105			85
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000086.1	Chromosome			unplaced-scaffold	5105			86
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000087.1	Chromosome			unplaced-scaffold	5103			87
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000088.1	Chromosome			unplaced-scaffold	5103			88
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000089.1	Chromosome			unplaced-scaffold	5102			89
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000090.1	Chromosome			unplaced-scaffold	5101			90
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000091.1	Chromosome			unplaced-scaffold	5100			91
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000092.1	Chromosome			unplaced-scaffold	5100			92
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000093.1	Chromosome			unplaced-scaffold	5099			93
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000094.1	Chromosome			unplaced-scaffold	5098			94
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000095.1	Chromosome			unplaced-scaffold	5097			95
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000096.1	Chromosome			unplaced-scaffold	5097			96
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000097.1	Chromosome			unplaced-scaffold	5093			97
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000098.1	Chromosome			unplaced-scaffold	5093			98
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000099.1	Chromosome			unplaced-scaffold	5092			99
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000100.1	Chromosome			unplaced-scaffold	5092			100
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000101.1	Chromosome			unplaced-scaffold	5091			101
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000102.1	Chromosome			unplaced-scaffold	5090			102
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000103.1	Chromosome			unplaced-scaffold	5090			103
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000104.1	Chromosome			unplaced-scaffold	5088			104
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000105.1	Chromosome			unplaced-scaffold	5086			105
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000106.1	Chromosome			unplaced-scaffold	5085			106
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000107.1	Chromosome			unplaced-scaffold	5084			107
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000108.1	Chromosome			unplaced-scaffold	5083			108
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000109.1	Chromosome			unplaced-scaffold	5083			109
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000110.1	Chromosome			unplaced-scaffold	5082			110
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000111.1	Chromosome			unplaced-scaffold	5082			111
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000112.1	Chromosome			unplaced-scaffold	5082			112
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000113.1	Chromosome			unplaced-scaffold	5082			113
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000114.1	Chromosome			unplaced-scaffold	5082			114
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000115.1	Chromosome			unplaced-scaffold	23247			115
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000116.1	Chromosome			unplaced-scaffold	5080			116
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000117.1	Chromosome			unplaced-scaffold	5079			117
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000118.1	Chromosome			unplaced-scaffold	5079			118
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000119.1	Chromosome			unplaced-scaffold	5078			119
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000120.1	Chromosome			unplaced-scaffold	5078			120
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000121.1	Chromosome			unplaced-scaffold	5078			121
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000122.1	Chromosome			unplaced-scaffold	5078			122
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000123.1	Chromosome			unplaced-scaffold	5076			123
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000124.1	Chromosome			unplaced-scaffold	5075			124
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000125.1	Chromosome			unplaced-scaffold	5074			125
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000126.1	Chromosome			unplaced-scaffold	5073			126
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000127.1	Chromosome			unplaced-scaffold	5072			127
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000128.1	Chromosome			unplaced-scaffold	5072			128
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000129.1	Chromosome			unplaced-scaffold	5067			129
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000130.1	Chromosome			unplaced-scaffold	5066			130
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000131.1	Chromosome			unplaced-scaffold	5066			131
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000132.1	Chromosome			unplaced-scaffold	5065			132
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000133.1	Chromosome			unplaced-scaffold	5065			133
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000134.1	Chromosome			unplaced-scaffold	5064			134
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000135.1	Chromosome			unplaced-scaffold	5062			135
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000136.1	Chromosome			unplaced-scaffold	5062			136
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000137.1	Chromosome			unplaced-scaffold	5061			137
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000138.1	Chromosome			unplaced-scaffold	5059			138
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000139.1	Chromosome			unplaced-scaffold	5058			139
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000140.1	Chromosome			unplaced-scaffold	5058			140
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000141.1	Chromosome			unplaced-scaffold	5055			141
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000142.1	Chromosome			unplaced-scaffold	5055			142
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000143.1	Chromosome			unplaced-scaffold	5055			143
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000144.1	Chromosome			unplaced-scaffold	5054			144
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000145.1	Chromosome			unplaced-scaffold	5054			145
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000146.1	Chromosome			unplaced-scaffold	5053			146
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000147.1	Chromosome			unplaced-scaffold	5052			147
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000148.1	Chromosome			unplaced-scaffold	5051			148
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000149.1	Chromosome			unplaced-scaffold	5050			149
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000150.1	Chromosome			unplaced-scaffold	5049			150
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000151.1	Chromosome			unplaced-scaffold	5049			151
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000152.1	Chromosome			unplaced-scaffold	5048			152
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000153.1	Chromosome			unplaced-scaffold	5048			153
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000154.1	Chromosome			unplaced-scaffold	5047			154
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000155.1	Chromosome			unplaced-scaffold	5046			155
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000156.1	Chromosome			unplaced-scaffold	5046			156
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000157.1	Chromosome			unplaced-scaffold	5044			157
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000158.1	Chromosome			unplaced-scaffold	5043			158
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000159.1	Chromosome			unplaced-scaffold	5043			159
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000160.1	Chromosome			unplaced-scaffold	5043			160
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000161.1	Chromosome			unplaced-scaffold	5042			161
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000162.1	Chromosome			unplaced-scaffold	5042			162
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000163.1	Chromosome			unplaced-scaffold	5042			163
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000164.1	Chromosome			unplaced-scaffold	5040			164
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000165.1	Chromosome			unplaced-scaffold	5040			165
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000166.1	Chromosome			unplaced-scaffold	5039			166
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000167.1	Chromosome			unplaced-scaffold	5039			167
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000168.1	Chromosome			unplaced-scaffold	5039			168
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000169.1	Chromosome			unplaced-scaffold	5038			169
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000170.1	Chromosome			unplaced-scaffold	5038			170
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000171.1	Chromosome			unplaced-scaffold	5035			171
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000172.1	Chromosome			unplaced-scaffold	5035			172
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000173.1	Chromosome			unplaced-scaffold	5035			173
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000174.1	Chromosome			unplaced-scaffold	5035			174
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000175.1	Chromosome			unplaced-scaffold	5035			175
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000176.1	Chromosome			unplaced-scaffold	5034			176
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000177.1	Chromosome			unplaced-scaffold	5033			177
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000178.1	Chromosome			unplaced-scaffold	5033			178
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000179.1	Chromosome			unplaced-scaffold	5033			179
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000180.1	Chromosome			unplaced-scaffold	5032			180
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000181.1	Chromosome			unplaced-scaffold	5031			181
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000182.1	Chromosome			unplaced-scaffold	5031			182
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000183.1	Chromosome			unplaced-scaffold	5030			183
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000184.1	Chromosome			unplaced-scaffold	5030			184
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000185.1	Chromosome			unplaced-scaffold	5030			185
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000186.1	Chromosome			unplaced-scaffold	5028			186
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000187.1	Chromosome			unplaced-scaffold	5028			187
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000188.1	Chromosome			unplaced-scaffold	5026			188
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000189.1	Chromosome			unplaced-scaffold	5026			189
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000190.1	Chromosome			unplaced-scaffold	5026			190
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000191.1	Chromosome			unplaced-scaffold	5025			191
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000192.1	Chromosome			unplaced-scaffold	5025			192
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000193.1	Chromosome			unplaced-scaffold	5025			193
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000194.1	Chromosome			unplaced-scaffold	5024			194
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000195.1	Chromosome			unplaced-scaffold	5024			195
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000196.1	Chromosome			unplaced-scaffold	5023			196
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000197.1	Chromosome			unplaced-scaffold	5022			197
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000198.1	Chromosome			unplaced-scaffold	5017			198
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000199.1	Chromosome			unplaced-scaffold	5016			199
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000200.1	Chromosome			unplaced-scaffold	5016			200
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000201.1	Chromosome			unplaced-scaffold	5016			201
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000202.1	Chromosome			unplaced-scaffold	5015			202
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000203.1	Chromosome			unplaced-scaffold	5012			203
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000204.1	Chromosome			unplaced-scaffold	5011			204
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000205.1	Chromosome			unplaced-scaffold	5011			205
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000206.1	Chromosome			unplaced-scaffold	5010			206
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000207.1	Chromosome			unplaced-scaffold	5010			207
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000208.1	Chromosome			unplaced-scaffold	5010			208
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000209.1	Chromosome			unplaced-scaffold	5010			209
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000210.1	Chromosome			unplaced-scaffold	5009			210
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000211.1	Chromosome			unplaced-scaffold	5006			211
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000212.1	Chromosome			unplaced-scaffold	5006			212
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000213.1	Chromosome			unplaced-scaffold	5006			213
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000214.1	Chromosome			unplaced-scaffold	5005			214
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000215.1	Chromosome			unplaced-scaffold	5005			215
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000216.1	Chromosome			unplaced-scaffold	5005			216
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000217.1	Chromosome			unplaced-scaffold	5005			217
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000218.1	Chromosome			unplaced-scaffold	5004			218
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000219.1	Chromosome			unplaced-scaffold	5001			219
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000220.1	Chromosome			unplaced-scaffold	5001			220
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000221.1	Chromosome			unplaced-scaffold	5001			221
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000222.1	Chromosome			unplaced-scaffold	5001			222
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000223.1	Chromosome			unplaced-scaffold	5000			223
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000224.1	Chromosome			unplaced-scaffold	5000			224
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000225.1	Chromosome			unplaced-scaffold	5000			225
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000226.1	Chromosome			unplaced-scaffold	4999			226
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000227.1	Chromosome			unplaced-scaffold	4998			227
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000228.1	Chromosome			unplaced-scaffold	4998			228
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000229.1	Chromosome			unplaced-scaffold	4997			229
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000230.1	Chromosome			unplaced-scaffold	4996			230
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000231.1	Chromosome			unplaced-scaffold	4995			231
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000232.1	Chromosome			unplaced-scaffold	4995			232
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000233.1	Chromosome			unplaced-scaffold	4994			233
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000234.1	Chromosome			unplaced-scaffold	4994			234
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000235.1	Chromosome			unplaced-scaffold	4993			235
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000236.1	Chromosome			unplaced-scaffold	4990			236
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000237.1	Chromosome			unplaced-scaffold	4990			237
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000238.1	Chromosome			unplaced-scaffold	4989			238
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000239.1	Chromosome			unplaced-scaffold	4989			239
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000240.1	Chromosome			unplaced-scaffold	4989			240
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000241.1	Chromosome			unplaced-scaffold	4989			241
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000242.1	Chromosome			unplaced-scaffold	4989			242
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000243.1	Chromosome			unplaced-scaffold	4988			243
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000244.1	Chromosome			unplaced-scaffold	4987			244
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000245.1	Chromosome			unplaced-scaffold	4986			245
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000246.1	Chromosome			unplaced-scaffold	4986			246
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000247.1	Chromosome			unplaced-scaffold	4986			247
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000248.1	Chromosome			unplaced-scaffold	4985			248
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000249.1	Chromosome			unplaced-scaffold	4985			249
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000250.1	Chromosome			unplaced-scaffold	4984			250
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000251.1	Chromosome			unplaced-scaffold	4984			251
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000252.1	Chromosome			unplaced-scaffold	4984			252
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000253.1	Chromosome			unplaced-scaffold	4984			253
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000254.1	Chromosome			unplaced-scaffold	4983			254
GCA_028570905.1	Primary Assembly	Un			JAOTRM010000255.1	Chromosome			unplaced-scaffold	4983			255
